BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,B1,B2
6,14318.25312,18643.55876,22372.27051,26100.98226,29829.69401,10686.13702,13914.24091,16697.08909,19479.93728,22262.78546,2742.761541,3571.304089,4285.564907,4999.825725,5714.086543,1505.312307,1960.042067,2352.05048,2744.058894,3136.067307,-532.9666891,-216.8364863
7,14029.42147,18267.47588,21920.97105,25574.46623,29227.96141,10477.03937,13641.97835,16370.37401,19098.76968,21827.16535,2882.636586,3753.433055,4504.119666,5254.806277,6005.492888,1670.199968,2174.739541,2609.68745,3044.635358,3479.583266,-614.900726,-266.7443372
8,13642.14114,17763.20461,21315.84554,24868.48646,28421.12738,10269.42976,13371.65334,16045.984,18720.31467,21394.64534,3048.322686,3969.170164,4763.004196,5556.838229,6350.672262,1810.061783,2356.851279,2828.221535,3299.591791,3770.962047,-743.60024,-319.3955087
9,13228.1031,17224.09258,20668.9111,24113.72961,27558.54813,10063.85414,13103.97675,15724.7721,18345.56745,20966.3628,3170.60566,4128.392786,4954.071343,5779.749901,6605.428458,1927.801657,2510.158407,3012.190088,3514.22177,4016.253451,-878.5290702,-374.6056852
10,12827.9539,16703.06498,20043.67797,23384.29097,26724.90396,9860.843372,12839.63981,15407.56777,17975.49573,20543.42369,3259.055136,4243.561375,5092.27365,5940.985925,6789.6982,2026.115469,2638.171184,3165.805421,3693.439658,4221.073894,-1018.8938,-432.1945676
11,12409.01559,16157.57238,19389.08686,22620.60133,25852.11581,9660.897102,12579.2931,15095.15172,17611.01034,20126.86896,3322.042611,4325.576316,5190.691579,6055.806842,6920.922106,2107.49975,2744.140299,3292.968359,3841.796419,4390.624479,-1163.929947,-491.9858745
12,12042.19593,15679.94262,18815.93115,21951.91967,25087.9082,9490.62435,12357.58379,14829.10055,17300.6173,19772.13406,3366.825758,4383.887706,5260.665247,6137.442789,7014.22033,2174.260185,2831.067949,3397.281539,3963.495128,4529.708718,-1312.90196,-553.8073409
13,11807.50857,15374.36011,18449.23214,21524.10416,24598.97618,9297.621647,12106.27819,14527.53382,16948.78946,19370.0451,3389.682059,4413.648514,5296.378217,6179.107919,7061.837622,2228.519962,2901.7187,3482.06244,4062.40618,4642.74992,-1414.053091,-617.4907194
14,11470.90728,14936.07719,17923.29263,20910.50807,23897.72351,9108.961753,11860.62728,14232.75274,16604.8782,18977.00365,3417.48512,4449.850416,5339.8205,6229.790583,7119.760666,2272.227945,2958.630137,3550.356165,4142.082192,4733.80822,-1568.02891,-682.8717793
15,11153.40212,14522.65901,17427.19081,20331.72261,23236.25441,8924.988218,11621.07841,13945.29409,16269.50977,18593.72545,3441.604483,4481.255838,5377.507005,6273.758173,7170.00934,2307.166689,3004.123293,3604.947951,4205.77261,4806.597268,-1724.120581,-749.790307
16,10825.62829,14095.87017,16915.0442,19734.21824,22553.39227,8721.910546,11356.65436,13627.98523,15899.3161,18170.64697,3465.891655,4512.879759,5415.455711,6318.031663,7220.607615,2334.960278,3040.312861,3648.375434,4256.438006,4864.500578,-1881.698642,-818.0901059
17,10548.22599,13734.66926,16481.60311,19228.53696,21975.47081,8548.666208,11131.07579,13357.29095,15583.50611,17809.72127,3493.442203,4548.752869,5458.503442,6368.254016,7278.00459,2357.08201,3069.117201,3682.940641,4296.764081,4910.587521,-2040.162565,-887.6189967
18,10262.43997,13362.55204,16035.06245,18707.57286,21380.08327,8380.897853,10912.62741,13095.1529,15277.67838,17460.20386,3526.66483,4592.011497,5510.413796,6428.816096,7347.218395,2374.861909,3092.268111,3710.721734,4329.175356,4947.628978,-2198.940755,-958.2288168
19,10102.06325,13153.72819,15784.47383,18415.21947,21045.96511,8218.802343,10701.56555,12841.87866,14982.19177,17122.50488,3552.871067,4626.134202,5551.361042,6476.587882,7401.814723,2389.494071,3111.320405,3733.584486,4355.848567,4978.112648,-2304.698303,-1029.775421
20,9877.63502,12861.50393,15433.80472,18006.1055,20578.40629,8062.54344,10498.10344,12597.72413,14697.34481,16796.9655,3599.243479,4686.514946,5623.817935,6561.120925,7498.423914,2402.043844,3127.661256,3753.193507,4378.725758,5004.258009,-2462.808644,-1102.118681
21,9645.802787,12559.63905,15071.56685,17583.49466,20095.42247,7912.253087,10302.41287,12362.89545,14423.37802,16483.8606,3654.849478,4758.918591,5710.702309,6662.486028,7614.269746,2413.454847,3142.519332,3771.023199,4399.527065,5028.030932,-2619.850451,-1175.122485
22,9433.541214,12283.25679,14739.90815,17196.55951,19653.21086,7768.032623,10114.62581,12137.55097,14160.47614,16183.4013,3720.126751,4843.91504,5812.698048,6781.481056,7750.264064,2424.555816,3156.973719,3788.368463,4419.763207,5051.157951,-2775.358216,-1248.654738
23,9265.038282,12063.85193,14476.62232,16889.3927,19302.16309,7608.996933,9907.54809,11889.05771,13870.56733,15852.07694,3795.112897,4941.553252,5929.863902,6918.174553,7906.485203,2436.06729,3171.962618,3806.355141,4440.747665,5075.140188,-2928.895367,-1322.587365
24,9088.529031,11834.02218,14200.82661,16567.63105,18934.43548,7477.465833,9736.283637,11683.54036,13630.79709,15578.05382,3879.499271,5051.431342,6061.717611,7072.003879,8082.290147,2448.608127,3188.291832,3825.950198,4463.608564,5101.266931,-3080.054264,-1396.796304
25,8996.325312,11713.96525,14056.7583,16399.55135,18742.3444,7352.119234,9573.07192,11487.6863,13402.30069,15316.91507,3940.691716,5131.109005,6157.330806,7183.552607,8209.774408,2462.701855,3206.643041,3847.971649,4489.300257,5130.628865,-3179.317403,-1471.161513
26,8846.354016,11518.69013,13822.42815,16126.16618,18429.9042,7213.149405,9392.121622,11270.54595,13148.97027,15027.39459,4039.279751,5259.478842,6311.374611,7363.270379,8415.166148,2478.782862,3227.581851,3873.098222,4518.614592,5164.130962,-3325.685261,-1545.566965
27,8710.752894,11342.12616,13610.5514,15878.97663,18147.40186,7100.425606,9245.345841,11094.41501,12943.48418,14792.55335,4145.132621,5397.3081,6476.76972,7556.23134,8635.69296,2497.20241,3251.565638,3901.878765,4552.191893,5202.50502,-3468.729276,-1619.900651
28,8588.060416,11182.37033,13418.8444,15655.31847,17891.79253,6993.764309,9106.463944,10927.75673,12749.04952,14570.34231,4257.089234,5543.08494,6651.701928,7760.318916,8868.935904,2518.234493,3278.951163,3934.741395,4590.531628,5246.321861,-3608.147896,-1694.054579
29,8476.721417,11037.39768,13244.87721,15452.35675,17659.83629,6874.284416,8950.891167,10741.0694,12531.24763,14321.42587,4373.857927,5695.12751,6834.153011,7973.178513,9112.204015,2542.081525,3310.001985,3972.002382,4634.002779,5296.003176,-3743.668505,-1767.924775
30,8375.097137,10905.0744,13086.08928,15267.10416,17448.11904,6779.734336,8827.779083,10593.3349,12358.89072,14124.44653,4494.055067,5851.634202,7021.961042,8192.287883,9362.614723,2568.879859,3344.895649,4013.874779,4682.853909,5351.833039,-3875.047417,-1841.41128
31,8326.970764,10842.40985,13010.89182,15179.37379,17347.85576,6690.914149,8712.127799,10454.55336,12196.97892,13939.40448,4575.381511,5957.528009,7149.033611,8340.539213,9532.044815,2598.705146,3383.730659,4060.47679,4737.222922,5413.969054,-3960.225174,-1914.418153
32,8237.646869,10726.10269,12871.32323,15016.54377,17161.76431,6589.721674,8580.366763,10296.44012,12012.51347,13728.58682,4698.080836,6117.292755,7340.751306,8564.209857,9787.668408,2631.577525,3426.533236,4111.839883,4797.14653,5482.453177,-4084.23832,-1986.85347
33,8153.391166,10616.39475,12739.6737,14862.95265,16986.2316,6512.106825,8479.305762,10175.16691,11871.02807,13566.88922,4820.333846,6276.476363,7531.771635,8787.066908,10042.36218,2667.466647,3473.263864,4167.916636,4862.569409,5557.222182,-4203.601393,-2058.629326
34,8072.353445,10510.87688,12613.05226,14715.22763,16817.40301,6422.263646,8362.322455,10034.78695,11707.25144,13379.71593,4940.706458,6433.211534,7719.85384,9006.496147,10293.13845,2706.296533,3523.823611,4228.588333,4933.353055,5638.117777,-4318.176798,-2129.661829
35,7992.653584,10407.10102,12488.52123,14569.94143,16651.36163,6355.044556,8274.7976,9929.75712,11584.71664,13239.67616,5057.817189,6585.699465,7902.839358,9219.979251,10537.11914,2747.950267,3578.060243,4293.672292,5009.284341,5724.89639,-4427.855872,-2199.871107
36,7912.395154,10302.59786,12363.11743,14423.637,16484.15657,6275.599054,8171.352935,9805.623522,11439.89411,13074.1647,5170.360524,6732.240266,8078.688319,9425.136372,10771.58443,2792.274522,3635.774118,4362.928941,5090.083765,5817.238588,-4532.558884,-2269.181305
37,7829.680005,10194.89584,12233.87501,14272.85418,16311.83334,6217.826696,8096.12851,9715.354212,11334.57991,12953.80562,5277.127587,6871.259879,8245.511855,9619.763831,10994.01581,2839.083923,3696.723858,4436.06863,5175.413402,5914.758173,-4632.235038,-2337.520583
38,7764.412971,10109.91272,12131.89527,14153.87781,16175.86036,6147.696093,8004.812621,9605.775145,11206.73767,12807.70019,5344.55102,6959.050808,8350.860969,9742.671131,11134.48129,2888.165239,3760.631821,4512.758186,5264.88455,6017.010914,-4695.881121,-2404.82112
39,7673.277157,9991.246298,11989.49556,13987.74482,15985.99408,6098.295599,7940.489062,9528.586874,11116.68469,12704.7825,5439.322899,7082.451691,8498.942029,9915.432367,11331.92271,2939.281413,3827.189339,4592.627207,5358.065075,6123.502943,-4787.144881,-2471.019112
40,7574.707197,9862.899996,11835.47999,13808.05999,15780.63999,6036.28017,7859.739804,9431.687765,11003.63573,12575.58369,5525.695543,7194.916071,8633.899286,10072.8825,11511.86571,2992.175425,3896.061751,4675.274101,5454.486451,6233.698801,-4873.387777,-2536.054772
41,7466.941364,9722.579901,11667.09588,13611.61186,15556.12784,5994.064717,7804.771766,9365.72612,10926.68047,12487.63483,5602.94784,7295.505001,8754.606001,10213.707,11672.808,3046.573989,3966.893215,4760.271858,5553.650502,6347.029145,-4954.6651,-2599.872327
42,7348.299652,9568.098505,11481.71821,13395.33791,15308.95761,5938.862259,7732.893567,9279.47228,10826.05099,12372.62971,5670.516242,7383.484689,8860.181627,10336.87857,11813.5755,3102.191087,4039.311311,4847.173574,5655.035836,6462.898098,-5031.061076,-2662.420026
43,7217.205077,9397.402444,11276.88293,13156.36342,15035.84391,5886.594914,7664.837128,9197.804553,10730.77198,12263.7394,5728.000197,7458.33359,8950.000308,10441.66703,11933.33374,3158.731328,4112.931416,4935.5177,5758.103983,6580.690266,-5102.688863,-2723.650131
44,7112.93589,9261.635273,11113.96233,12966.28938,14818.61644,5852.768386,7620.792169,9144.950603,10669.10904,12193.26747,5760.597573,7500.77809,9000.933708,10501.08933,12001.24494,3215.893152,4187.360875,5024.83305,5862.305225,6699.7774,-5147.860705,-2783.518924
45,6957.608812,9059.386474,10871.26377,12683.14106,14495.01836,5805.177297,7558.824605,9070.589526,10582.35445,12094.11937,5800.8343,7553.169661,9063.803594,10574.43753,12085.07146,3273.371864,4262.202948,5114.643537,5967.084127,6819.524716,-5211.871558,-2841.986701
46,6786.282459,8836.305286,10603.56634,12370.8274,14138.08846,5775.170748,7519.753578,9023.704293,10527.65501,12031.60572,5830.727722,7592.093388,9110.512065,10628.93074,12147.34942,3330.862497,4337.060543,5204.472652,6071.88476,6939.296869,-5271.557428,-2899.017779
47,6597.963302,8591.098049,10309.31766,12027.53727,13745.75688,5730.764692,7461.933193,8954.319832,10446.70647,11939.09311,5850.478022,7617.809925,9141.37191,10664.93389,12188.49588,3388.062519,4411.539738,5293.847686,6176.155634,7058.463582,-5327.137564,-2954.580488
48,6391.875612,8322.754704,9987.305645,11651.85659,13316.40753,5687.347404,7405.400266,8886.480319,10367.56037,11848.64043,5860.438207,7630.778915,9156.934698,10683.09048,12209.24626,3444.674365,4485.25308,5382.303696,6279.354312,7176.404928,-5378.860144,-3008.647177
49,6167.487944,8030.58326,9636.699912,11242.81656,12848.93322,5660.363134,7370.264498,8844.317397,10318.3703,11792.4232,5861.104303,7631.646228,9157.975473,10684.30472,12210.63396,3500.407808,4557.822667,5469.387201,6380.951734,7292.516268,-5427.002284,-3061.194212
50,5996.103834,7807.426867,9368.91224,10930.39761,12491.88299,5617.787253,7314.827152,8777.792582,10240.75801,11703.72344,5856.689466,7625.897742,9151.077291,10676.25684,12201.43639,3554.982164,4628.883025,5554.659631,6480.436236,7406.212841,-5457.257852,-3112.201976
51,5740.423688,7474.51001,8969.412012,10464.31401,11959.21602,5574.957842,7259.05969,8710.871628,10162.68357,11614.4955,5843.315447,7608.483655,9130.180386,10651.87712,12173.57385,3608.128325,4698.083757,5637.700508,6577.317259,7516.934011,-5500.126981,-3161.654868
52,5466.451356,7117.775203,8541.330243,9964.885284,11388.44032,5547.60904,7223.449271,8668.139125,10112.82898,11557.51883,5822.565807,7581.465895,9097.759074,10614.05225,12130.34543,3659.59064,4765.091979,5718.110375,6671.12877,7624.147166,-5540.296088,-3209.541307
53,5174.788716,6738.00614,8085.607368,9433.208597,10780.80982,5503.2382,7165.67474,8598.809688,10031.94464,11465.07958,5795.333699,7546.00742,9055.208904,10564.41039,12073.61187,3709.128611,4829.594546,5795.513455,6761.432365,7727.351274,-5578.148376,-3255.853726
54,4866.401415,6336.460175,7603.752211,8871.044246,10138.33628,5457.364035,7105.942754,8527.131305,9948.319855,11369.50841,5762.574012,7503.351578,9004.021894,10504.69221,12005.36253,3756.518442,4891.300055,5869.560066,6847.820077,7826.080089,-5614.09598,-3300.588575
55,4542.639443,5914.895108,7097.874129,8280.853151,9463.832172,5426.26781,7065.452877,8478.543453,9891.634028,11304.7246,5725.278343,7454.789509,8945.747411,10436.70531,11927.66321,3801.554408,4949.940635,5939.928762,6929.916889,7919.905016,-5648.579969,-3343.746323
56,4305.884081,5606.619897,6727.943877,7849.267856,8970.591836,5376.506197,7000.65911,8400.790932,9800.922754,11201.05458,5698.389215,7419.777623,8903.733148,10387.68867,11871.6442,3844.050062,5005.273519,6006.328222,7007.382926,8008.43763,-5670.987084,-3385.331456
57,3999.295926,5207.41657,6248.899884,7290.383198,8331.866512,5324.025755,6932.325202,8318.790242,9705.255283,11091.72032,5655.747823,7364.254978,8837.105974,10309.95697,11782.80796,3883.839285,5057.082403,6068.498883,7079.915364,8091.331844,-5704.090449,-3425.352474
58,3628.129001,4724.126303,5668.951563,6613.776824,7558.602084,5268.411387,6859.91066,8231.892793,9603.874925,10975.85706,5611.174782,7306.217164,8767.460597,10228.70403,11689.94746,3920.777155,5105.178587,6126.214304,7147.250022,8168.285739,-5737.047833,-3463.821899
59,3287.947621,4281.181798,5137.418157,5993.654517,6849.890877,5227.331394,6806.421086,8167.705303,9528.98952,10890.27374,5565.538623,7246.795082,8696.154098,10145.51311,11594.87213,3954.740659,5149.4019,6179.28228,7209.162661,8239.043041,-5770.406391,-3500.756264
60,2942.542673,3831.435772,4597.722926,5364.010081,6130.297235,5164.890944,6725.118417,8070.1421,9415.165783,10760.18947,5519.592194,7186.969002,8624.362803,10061.7566,11499.1504,3985.629244,5189.621411,6227.545693,7265.469975,8303.394257,-5804.742216,-3536.176125
61,2594.649267,3378.449566,4054.139479,4729.829392,5405.519306,5098.223375,6638.311687,7965.974024,9293.636361,10621.2987,5473.932391,7127.516134,8553.019361,9978.522588,11404.02581,4013.365185,5225.735918,6270.883101,7316.030285,8361.177468,-5840.660328,-3570.106051
62,2362.857346,3076.637169,3691.964603,4307.292037,4922.619471,5046.222685,6570.602455,7884.722946,9198.843437,10512.96393,5443.857839,7088.356561,8506.027874,9923.699186,11341.3705,4037.893808,5257.674229,6309.209074,7360.74392,8412.278766,-5865.796661,-3602.57463
63,2017.91703,2627.496133,3152.995359,3678.494586,4203.993813,4970.833432,6472.439365,7766.927238,9061.415111,10355.90298,5399.441338,7030.522575,8436.62709,9842.731605,11248.83612,4059.183531,5285.395222,6342.474267,7399.553311,8456.632356,-5905.775002,-3633.614466
64,1679.651083,2187.045681,2624.454818,3061.863954,3499.27309,4890.286522,6367.560575,7641.07269,8914.584805,10188.09692,5355.80551,6973.705091,8368.44611,9763.187128,11157.92815,4077.225748,5308.887692,6370.665231,7432.442769,8494.220308,-5949.090479,-3663.262181
65,1352.239573,1760.728611,2112.874333,2465.020056,2817.165778,4804.292814,6255.589602,7506.707522,8757.825442,10008.94336,5312.587421,6917.431537,8300.917845,9684.404152,11067.89046,4092.034542,5328.169976,6393.803971,7459.437966,8525.071962,-5996.454205,-3691.558413
66,1040.291875,1354.546713,1625.456055,1896.365398,2167.27474,4734.144803,6164.251046,7397.101255,8629.951464,9862.801673,5269.04469,6860.735273,8232.882328,9605.029383,10977.17644,4103.646235,5343.289369,6411.947242,7480.605116,8549.26299,-6048.606223,-3718.547817
67,748.8617701,975.0804298,1170.096516,1365.112602,1560.128688,4637.502894,6038.415227,7246.098273,8453.781318,9661.464363,5223.999989,6802.08332,8162.499984,9522.916647,10883.33331,4112.118774,5354.32132,6425.185584,7496.049848,8566.914112,-6106.315513,-3744.279066
68,568.6769405,740.4647662,888.5577195,1036.650673,1184.743626,4534.810632,5904.701343,7085.641612,8266.581881,9447.52215,5192.332948,6760.850193,8113.020231,9465.19027,10817.36031,4117.530943,5361.368415,6433.642098,7505.915781,8578.189464,-6148.268586,-3768.804851
69,323.928317,421.7816628,506.1379954,590.494328,674.8506605,4449.075154,5793.066607,6951.679928,8110.29325,9268.906571,5140.801782,6693.75232,8032.502784,9371.253248,10710.00371,4119.981419,5364.559139,6437.470966,7510.382794,8583.294622,-6217.02742,-3792.181876
70,115.4615054,150.3405018,180.4086021,210.4767025,240.5448029,4334.935174,5644.446841,6773.336209,7902.225577,9031.114945,5082.051568,6617.254646,7940.705575,9264.156504,10587.60743,4119.587656,5364.046426,6436.855712,7509.664997,8582.474282,-6293.535586,-3814.470867
71,0,0,0,0,0,4214.474621,5487.597163,6585.116595,7682.636028,8780.15546,5012.791799,6527.072655,7832.487186,9137.901716,10443.31625,4116.484604,5360.005995,6432.007194,7504.008393,8576.009592,-6378.668151,-3835.736564
72,0,0,0,0,0,4087.676467,5322.4954,6386.99448,7451.49356,8515.99264,4929.002424,6417.971906,7701.566287,8985.160668,10268.75505,4110.823266,5352.634461,6423.161353,7493.688245,8564.215137,-6473.329115,-3856.047725
73,0,0,0,0,0,3980.393864,5182.80451,6219.365412,7255.926314,8292.487216,4825.863105,6283.675919,7540.411102,8797.146286,10053.88147,4102.76908,5342.14724,6410.576688,7479.006136,8547.435584,-6578.451413,-3875.477124
74,0,0,0,0,0,3842.198391,5002.862489,6003.434987,7004.007484,8004.579982,4697.679784,6116.770552,7340.124663,8563.478773,9786.832884,4092.500147,5328.776233,6394.53148,7460.286727,8526.041974,-6694.996909,-3894.101554
75,0,0,0,0,0,3697.971623,4815.067217,5778.08066,6741.094104,7704.107547,4595.07141,5983.165899,7179.799078,8376.432258,9573.065438,4080.205283,5312.767296,6375.320755,7437.874214,8500.427673,-6779.528222,-3912.001822
76,0,0,0,0,0,3575.028045,4654.984433,5585.98132,6516.978206,7447.975093,4409.8792,5742.030208,6890.43625,8038.842292,9187.248333,4066.081911,5294.377488,6353.252985,7412.128483,8471.00398,-6917.32845,-3929.262757
77,0,0,0,0,0,3420.441978,4453.700492,5344.440591,6235.180689,7125.920788,4179.599873,5442.187335,6530.624802,7619.062269,8707.499736,4050.333783,5273.872113,6328.646536,7383.420959,8438.195382,-7069.258306,-3945.973199
78,0,0,0,0,0,3260.643725,4245.629851,5094.755821,5943.881791,6793.007761,3894.664006,5071.177091,6085.412509,7099.647927,8113.883346,4033.168543,5251.52154,6301.825849,7352.130157,8402.434465,-7236.385746,-3962.22601
79,0,0,0,0,0,3123.880869,4067.553215,4881.063858,5694.5745,6508.085143,3544.250209,4614.909126,5537.890952,6460.872777,7383.854602,4014.795114,5227.597805,6273.117366,7318.636926,8364.156487,-7419.807658,-3978.118066
80,0,0,0,0,0,2955.742348,3848.622849,4618.347419,5388.071989,6157.796558,3116.196459,4057.547473,4869.056968,5680.566463,6492.075957,3995.420927,5202.370999,6242.845199,7283.319398,8323.793598,-7620.649865,-3993.750262
81,0,0,0,0,0,2810.980538,3660.130909,4392.157091,5124.183273,5856.209454,2781.042641,3621.149272,4345.379127,5069.608981,5793.838836,3975.248982,5176.105446,6211.326535,7246.547624,8281.768713,-7764.791669,-4009.227508
82,0,0,0,0,0,2628.688209,3422.771106,4107.325327,4791.879548,5476.433769,2192.630395,2854.987493,3425.984992,3996.982491,4567.979989,3954.474742,5149.055653,6178.866784,7208.677915,8238.489045,-7997.248109,-4024.658733
83,0,0,0,0,0,2470.914016,3217.335959,3860.803151,4504.270343,5147.737534,1486.888621,1936.052891,2323.26347,2710.474048,3097.684626,3933.28286,5121.462057,6145.754469,7170.04688,8194.339291,-8250.268485,-4040.156883
84,0,0,0,0,0,2310.995971,3009.109337,3610.931205,4212.753072,4814.57494,645.9375594,841.0645304,1009.277437,1177.490343,1345.703249,3911.843745,5093.546543,6112.255852,7130.96516,8149.674469,-8525.084708,-4055.838919
85,0,0,0,0,0,2149.440966,2798.751257,3358.501509,3918.25176,4478.002012,0,0,0,0,0,3890.309957,5065.507757,6078.609308,7091.71086,8104.812411,-8822.957622,-4071.82582
86,0,0,0,0,0,1986.805715,2586.986608,3104.383929,3621.781251,4139.178572,0,0,0,0,0,3868.812439,5037.516196,6045.019435,7052.522674,8060.025914,-9145.177003,-4088.242584
87,0,0,0,0,0,1823.698153,2374.60697,2849.528364,3324.449757,3799.371151,0,0,0,0,0,3847.456578,5009.709086,6011.650903,7013.592721,8015.534538,-9374.165762,-4105.218223
88,0,0,0,0,0,1660.778831,2162.472437,2594.966924,3027.461411,3459.955898,0,0,0,0,0,3826.318112,4982.185042,5978.62205,6975.059059,7971.496067,-9739.907342,-4122.885768
89,0,0,0,0,0,1498.762317,1951.513433,2341.81612,2732.118806,3122.421493,0,0,0,0,0,3805.438856,4954.998511,5945.998213,6936.997915,7927.997617,-10133.57625,-4141.382266
90,0,0,0,0,0,1338.418587,1742.732535,2091.279042,2439.825549,2788.372056,0,0,0,0,0,3784.822273,4928.154001,5913.784801,6899.415602,7885.046402,-10556.56834,-4160.848783
91,0,0,0,0,0,1180.57443,1537.206288,1844.647546,2152.088804,2459.530061,0,0,0,0,0,3764.428873,4901.600095,5881.920114,6862.240133,7842.560152,-11010.30842,-4181.430398
92,0,0,0,0,0,1026.114839,1336.08703,1603.304436,1870.521842,2137.739248,0,0,0,0,0,3744.171452,4875.223244,5850.267893,6825.312542,7800.357191,0,-4203.276213
93,0,0,0,0,0,875.9844146,1140.604707,1368.725648,1596.846589,1824.96753,0,0,0,0,0,3723.910157,4848.84135,5818.60962,6788.37789,7758.14616,0,-4226.539341
94,0,0,0,0,0,731.1887566,952.0686935,1142.482432,1332.896171,1523.30991,0,0,0,0,0,3703.447395,4822.197129,5786.636554,6751.07598,7715.515406,0,-4251.376915
95,0,0,0,0,0,592.7958651,771.8696161,926.2435393,1080.617463,1234.991386,0,0,0,0,0,3682.522565,4794.951257,5753.941509,6712.93176,7671.922011,0,-4277.950086
96,0,0,0,0,0,461.9375368,601.4811677,721.7774012,842.0736348,962.3698683,0,0,0,0,0,3660.806636,4766.675307,5720.010369,6673.34543,7626.680492,0,-4306.424019
97,0,0,0,0,0,339.8107624,442.4619302,530.9543163,619.4467023,707.9390884,0,0,0,0,0,3637.896546,4736.844462,5684.213354,6631.582246,7578.951139,0,-4336.9679
98,0,0,0,0,0,227.6791245,296.4571933,355.748632,415.0400707,474.3315093,0,0,0,0,0,3613.309449,4704.830012,5645.796014,6586.762017,7527.728019,0,-4369.754928
99,0,0,0,0,0,126.8741945,165.2007741,198.2409289,231.2810837,264.3212386,0,0,0,0,0,3586.476783,4669.891645,5603.869974,6537.848303,7471.826632,0,-4404.962322
100,0,0,0,0,0,38.79693056,50.51683667,60.620204,70.72357134,80.82693867,0,0,0,0,0,3556.738183,4631.169509,5557.403411,6483.637312,7409.871214,0,-4442.771317
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523.335219,4587.676067,5505.21128,6422.746493,7340.281707,0,-4483.367164
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485.404977,4538.287731,5445.945277,6353.602823,7261.26037,0,-4526.939132
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441.973466,4481.736284,5378.083541,6274.430798,7170.778055,0,-4573.680508
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391.948863,4416.600082,5299.920099,6183.240115,7066.560131,0,-4623.788595
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.114592,4341.295042,5209.554051,6077.813059,6946.072067,0,-4677.464713
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267.122239,4254.065415,5104.878498,5955.691581,6806.504664,0,-4734.914199
