BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,B1,B2
53,19.678613,25.62319402,30.74783282,35.87247162,40.99711042,20.92763604,27.24952609,32.69943131,38.14933652,43.59924174,22.03841265,28.6958498,34.43501976,40.17418972,45.91335968,14.10502158,18.36591352,22.03909622,25.71227893,29.38546163,15.90937754,9.285985716
54,18.50588216,24.09620073,28.91544087,33.73468102,38.55392116,20.75318641,27.02237814,32.42685377,37.8313294,43.23580503,21.91383458,28.53363877,34.24036653,39.94709428,45.65382204,14.28523496,18.60056635,22.32067962,26.04079289,29.76090617,16.01190332,9.413573503
55,17.27468473,22.49307908,26.99169489,31.49031071,35.98892652,20.63493413,26.86840381,32.24208458,37.61576534,42.9894461,21.77200714,28.34896763,34.01876115,39.68855468,45.3583482,14.45649709,18.82356392,22.5882767,26.35298948,30.11770227,16.11025474,9.536663257
56,16.3743548,21.32077449,25.58492938,29.84908428,34.11323918,20.44570137,26.622007,31.9464084,37.2708098,42.59521119,21.66975354,28.21582492,33.85898991,39.50215489,45.14531988,14.61809896,19.03398302,22.84077963,26.64757623,30.45437283,16.17416183,9.65526777
57,15.20846572,19.80268974,23.76322769,27.72376564,31.68430359,20.2461295,26.36214778,31.63457734,36.90700689,42.17943645,21.50759746,28.0046842,33.60562104,39.20655788,44.80749472,14.76940885,19.23100111,23.07720133,26.92340155,30.76960177,16.26857559,9.769411291
58,13.79699741,17.96484038,21.55780846,25.15077654,28.74374461,20.03463997,26.08677079,31.30412495,36.52147911,41.73883327,21.33809574,27.78397882,33.34077459,38.89757035,44.45436612,14.90987566,19.41390059,23.29668071,27.17946083,31.06224095,16.36257299,9.879129526
59,12.5033605,16.28041731,19.53650078,22.79258424,26.0486677,19.87842155,25.8833614,31.06003368,36.23670596,41.41337824,21.1645512,27.55800937,33.06961125,38.58121312,44.092815,15.03903159,19.58207238,23.49848686,27.41490134,31.33131581,16.45771458,9.984469637
60,11.18985947,14.57012951,17.48415542,20.39818132,23.31220722,19.6409739,25.57418476,30.68902172,35.80385867,40.91869562,20.98982677,27.33050361,32.79660433,38.26270505,43.72880577,15.15649426,19.73501857,23.68202228,27.62902599,31.5760297,16.55564342,10.08549024
61,9.866895366,12.84752001,15.41702401,17.98652801,20.55603201,19.38745141,25.24407736,30.29289284,35.34170831,40.39052378,20.81619232,27.10441709,32.5253005,37.94618392,43.36706734,15.2619681,19.8723543,23.84682516,27.82129602,31.79576688,16.65808508,10.18226143
62,8.985440343,11.69979211,14.03975054,16.37970896,18.71966738,19.18970393,24.98659366,29.98391239,34.98123112,39.97854985,20.70182524,26.95550162,32.34660194,37.73770227,43.12880259,15.3552452,19.99380885,23.99257063,27.9913324,31.99009417,16.72977615,10.27486471
63,7.673706211,9.991804962,11.99016595,13.98852695,15.98688794,18.90301475,24.61330046,29.53596055,34.45862064,39.38128073,20.5329188,26.73557136,32.08268563,37.4297999,42.77691417,15.43620546,20.09922586,24.11907103,28.1389162,32.15876137,16.84379795,10.3633931
64,6.387353275,8.316866243,9.980239492,11.64361274,13.30698599,18.5967121,24.21446888,29.05736266,33.90025644,38.74315021,20.3669811,26.51950664,31.82340797,37.12730929,42.43121062,15.50481614,20.18856269,24.22627522,28.26398776,32.3017003,16.96733756,10.44795103
65,5.142277437,6.695673746,8.034808495,9.373943244,10.71307799,18.26969645,23.78866726,28.54640071,33.30413416,38.06186761,20.20263196,26.30551036,31.56661244,36.82771451,42.08881658,15.56113081,20.26188908,24.3142669,28.36664471,32.41902253,17.10242314,10.52865441
66,3.956007163,5.151050993,6.181261192,7.211471391,8.241681589,18.00293859,23.44132629,28.12959155,32.81785681,37.50612207,20.03704828,26.08990662,31.30788794,36.52586927,41.74385059,15.6052876,20.31938489,24.38326187,28.44713885,32.51101583,17.25116535,10.6056306
67,2.847760899,3.708022004,4.449626405,5.191230806,5.932835207,17.63543012,22.96279963,27.55535956,32.14791948,36.74047941,19.86575294,25.8668658,31.04023896,36.21361212,41.38698528,15.63750685,20.36133704,24.43360445,28.50587186,32.57813926,17.4157574,10.67901843
68,2.162556589,2.815828892,3.378994671,3.942160449,4.505326228,17.24491344,22.45431437,26.94517725,31.43604012,35.926903,19.74532996,25.71006505,30.85207806,35.99409107,41.13610408,15.65808817,20.38813563,24.46576276,28.54338989,32.62101701,17.53541132,10.74896815
69,1.231830002,1.603945315,1.924734378,2.24552344,2.566312503,16.91887978,22.02979138,26.43574966,30.84170794,35.24766621,19.54936797,25.45490622,30.54588746,35.6368687,40.72784995,15.6674068,20.40026927,24.48032313,28.56037698,32.64043083,17.73151765,10.81564152
70,0.439075372,0.571712724,0.686055269,0.800397814,0.914740359,16.48482989,21.46462225,25.7575467,30.05047115,34.3433956,19.3259535,25.16400195,30.19680234,35.22960273,40.26240312,15.6659094,20.39831954,24.47798344,28.55764735,32.63731126,17.94972578,10.87921171
71,0,0,0,0,0,16.02674421,20.86815652,25.04178782,29.21541913,33.38905043,19.06257343,24.82105915,29.78527098,34.74948281,39.71369464,15.65410917,20.38295464,24.45954557,28.5361365,32.61272743,18.19253146,10.93986338
72,0,0,0,0,0,15.54455799,20.24030988,24.28837186,28.33643384,32.38449581,18.74394038,24.40617238,29.28740685,34.16864133,39.0498758,15.63258031,20.35492228,24.42590673,28.49689119,32.56787564,18.46251299,10.99779263
73,0,0,0,0,0,15.13658523,19.70909535,23.65091442,27.59273349,31.53455256,18.35172365,23.8954735,28.6745682,33.4536629,38.2327576,15.60195197,20.31504162,24.37804995,28.44105827,32.50406659,18.76233117,11.05320701
74,0,0,0,0,0,14.61105745,19.02481439,22.82977727,26.63474015,30.43970302,17.86426994,23.26076815,27.91292178,32.56507541,37.21722904,15.56290141,20.26419455,24.31703346,28.36987237,32.42271128,19.09472934,11.10632554
75,0,0,0,0,0,14.06259394,18.3106692,21.97280304,25.63493688,29.29707072,17.47407227,22.75269827,27.30323792,31.85377758,36.40431723,15.51614668,20.20331599,24.24397918,28.28464238,32.32530558,19.3358202,11.15737871
76,0,0,0,0,0,13.59506585,17.70190866,21.2422904,24.78267213,28.32305386,16.76982597,21.83571089,26.20285307,30.56999525,34.93713743,15.46243852,20.13338349,24.16006018,28.18673688,32.21341358,19.72883876,11.20660844
77,0,0,0,0,0,13.00720816,16.93646895,20.32376274,23.71105653,27.09835032,15.89412301,20.69547267,24.83456721,28.97366174,33.11275628,15.40255176,20.05540594,24.06648713,28.07756832,32.0886495,20.16215628,11.25426811
78,0,0,0,0,0,12.39952963,16.14522087,19.37426505,22.60330922,25.8323534,14.81057295,19.28460019,23.14152023,26.99844026,30.8553603,15.33727603,19.9704115,23.9644938,27.9585761,31.9526584,20.63881867,11.30062258
79,0,0,0,0,0,11.87944978,15.46803357,18.56164029,21.655247,24.74885371,13.47802434,17.54951086,21.05941303,24.5693152,28.07921737,15.26740582,19.87943466,23.85532159,27.83120852,31.80709545,21.16195436,11.34594814
80,0,0,0,0,0,11.24005501,14.63548829,17.56258595,20.4896836,23.41678126,11.85022762,15.42998388,18.51598066,21.60197743,24.68797421,15.19372993,19.78350252,23.74020302,27.69690352,31.65360403,21.73477427,11.39053256
81,0,0,0,0,0,10.68955685,13.91869382,16.70243258,19.48617134,22.26991011,10.57570944,13.770455,16.524546,19.278637,22.032728,15.11702035,19.68362024,23.62034429,27.55706834,31.49379239,22.14587958,11.43467505
82,0,0,0,0,0,9.996338172,13.01606533,15.61927839,18.22249146,20.82570453,8.338103712,10.85690588,13.02828705,15.19966823,17.3710494,15.03802036,19.58075568,23.49690682,27.41305795,31.32920909,22.80886611,11.47868629
83,0,0,0,0,0,9.396356714,12.23483947,14.68180737,17.12877526,19.57574316,5.65431892,7.362394427,8.834873312,10.3073522,11.77983108,14.95743217,19.47582314,23.37098777,27.2661524,31.16131703,23.53050283,11.52288839
84,0,0,0,0,0,8.788222644,11.44299823,13.73159788,16.02019753,18.30879717,2.456362173,3.198388246,3.838065895,4.477743545,5.117421194,14.87590381,19.36966642,23.24359971,27.11753299,30.99146628,24.31430325,11.56761496
85,0,0,0,0,0,8.173863564,10.64305152,12.77166182,14.90027212,17.02888243,0,0,0,0,0,14.79401543,19.26304093,23.11564911,26.9682573,30.82086548,25.16386341,11.61321103
86,0,0,0,0,0,7.555396542,9.837755915,11.8053071,13.77285828,15.74040946,0,0,0,0,0,14.71226497,19.15659502,22.98791402,26.81923302,30.65055203,26.08286188,11.66003311
87,0,0,0,0,0,6.935133423,9.030121645,10.83614597,12.6421703,14.44819463,0,0,0,0,0,14.63105321,19.05085053,22.86102064,26.67119075,30.48136085,26.73595828,11.70844915
88,0,0,0,0,0,6.315586143,8.223419457,9.868103348,11.51278724,13.15747113,0.00E+00,0.00E+00,0,0,0,14.55066815,18.94618249,22.73541899,26.52465549,30.31389198,27.77908594,11.75883856
89,0,0,0,0,0,5.699472043,7.421187556,8.905425067,10.38966258,11.87390009,0.00E+00,0.00E+00,0,0,0,14.47126881,18.84279794,22.61135752,26.37991711,30.1484767,28.90186482,11.81159223
90,0,0,0,0,0,5.089719185,6.627238523,7.952686227,9.278133932,10.60358164,0.00E+00,0.00E+00,0,0,0,14.39286836,18.74071401,22.48885682,26.23699962,29.98514242,30.10827606,11.86711247
91,0,0,0,0,0,4.489471667,5.845666233,7.014799479,8.183932726,9.353065972,0.00E+00,0.00E+00,0,0,0,14.31531663,18.6397352,22.36768224,26.09562928,29.82357632,31.4023833,11.92581308
92,0,0,0,0,0,3.902094931,5.080852775,6.09702333,7.113193885,8.12936444,0.00E+00,0.00E+00,0,0,0,14.238282,18.53942968,22.24731562,25.95520156,29.6630875,0,11.9881193
93,0,0,0,0,0,3.331181086,4.337475372,5.204970446,6.072465521,6.939960595,0.00E+00,0.00E+00,0,0,0,14.16123263,18.43910499,22.12692599,25.81474699,29.50256799,0,12.05446781
94,0,0,0,0,0,2.780554215,3.620513301,4.344615961,5.068718621,5.792821281,0.00E+00,0.00E+00,0,0,0,14.08341713,18.33778273,22.00533927,25.67289582,29.34045236,0,12.1253068
95,0,0,0,0,0,2.254275693,2.935254809,3.522305771,4.109356733,4.696407695,0.00E+00,0.00E+00,0,0,0,14.00384449,18.23417251,21.88100702,25.52784152,29.17467602,0,12.20109585
96,0,0,0,0,0,1.756649502,2.287304039,2.744764846,3.202225654,3.659686462,0.00E+00,0.00E+00,0,0,0,13.92126346,18.12664513,21.75197416,25.37730319,29.00263221,0,12.28230606
97,0,0,0,0,0,1.292227539,1.682587942,2.01910553,2.355623118,2.692140707,0.00E+00,0.00E+00,0,0,0,13.8341413,18.01320482,21.61584578,25.21848674,28.82112771,0,12.36941993
98,0,0,0,0,0,0.86581494,1.127363203,1.352835843,1.578308484,1.803781124,0.00E+00,0.00E+00,0,0,0,13.74064183,17.89146072,21.46975287,25.04804501,28.62633715,0,12.46293147
99,0,0,0,0,0,0.482475384,0.628223157,0.753867788,0.879512419,1.00515705,0.00E+00,0.00E+00,0,0,0,13.63860295,17.7585976,21.31031711,24.86203663,28.41375615,0,12.5633461
100,0,0,0,0,0,0.147536416,0.192104709,0.23052565,0.268946592,0.307367534,0.00E+00,0.00E+00,0,0,0,13.52551343,17.61134561,21.13361473,24.65588385,28.17815297,0,12.67118073
101,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,13.39848911,17.44594936,20.93513924,24.42432911,27.91351898,0,12.78696371
102,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,13.25424853,17.2581361,20.70976332,24.16139054,27.61301776,0,12.91123486
103,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,13.08908779,17.04308306,20.45169968,23.86031629,27.2689329,0,13.04454544
104,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,12.89885494,16.79538404,20.15446085,23.51353766,26.87261446,0,13.18745818
105,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,12.6789236,16.5090151,19.81081812,23.11262115,26.41442417,0,13.34054726
106,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,12.42416603,16.17729952,19.41275942,22.64821932,25.88367923,0,13.50439833
107,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,12.12892555,15.79287181,18.95144617,22.11002054,25.2685949,0,13.67960848
108,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,11.78698833,15.34764106,18.41716927,21.48669748,24.55622569,0,13.86678626
109,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,11.39155454,14.83275331,17.79930397,20.76585463,23.73240529,0,14.06655168
110,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,10.93520886,14.23855321,17.08626385,19.93397449,22.78168513,0,14.27953622
111,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,10.40989041,13.55454481,16.26545377,18.97636273,21.68727169,0,14.5063828
