BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,B1,B2
29,4512.892718,6769.339077,7897.562257,10154.00862,11282.2318,1805.362133,2708.043199,3159.383732,4062.064798,4513.405331,-1256.974665,-1634.067064
30,4409.5587,6614.33805,7716.727725,9921.507076,11023.89675,1814.007287,2721.01093,3174.512752,4081.516395,4535.018217,-1273.432157,-1655.461803
31,4311.16726,6466.750891,7544.542706,9700.126336,10777.91815,1822.478868,2733.718302,3189.338019,4100.577453,4556.19717,-1288.701597,-1675.312076
32,4212.027247,6318.04087,7371.047682,9477.061306,10530.06812,1830.876632,2746.314948,3204.034106,4119.472422,4577.19158,-1302.861831,-1693.72038
33,4114.642227,6171.963341,7200.623898,9257.945011,10286.60557,1839.278453,2758.917679,3218.737293,4138.376519,4598.196132,-1315.99051,-1710.787663
34,4018.820145,6028.230217,7032.935253,9042.345326,10047.05036,1847.742419,2771.613628,3233.549233,4157.420443,4619.356047,-1328.164099,-1726.613329
35,3924.379804,5886.569706,6867.664657,8829.854559,9810.94951,1856.308842,2784.463264,3248.540474,4176.694896,4640.772106,-1339.457869,-1741.29523
36,3831.151035,5746.726552,6704.514311,8620.089828,9577.877587,1865.002186,2797.503279,3263.753826,4196.254919,4662.505465,-1349.945904,-1754.929675
37,3738.974841,5608.462262,6543.205972,8412.693392,9347.437103,1873.832904,2810.749357,3279.207583,4216.124035,4684.582261,-1359.701094,-1767.611422
38,3647.70353,5471.555296,6383.481178,8207.332944,9119.258826,1882.799201,2824.198802,3294.898602,4236.298202,4706.998003,-1368.795141,-1779.433683
39,3560.629939,5340.944909,6231.102393,8011.417363,8901.574848,1891.888702,2837.833053,3310.805229,4256.74958,4729.721755,-1377.298556,-1790.488123
40,3470.918882,5206.378323,6074.108044,7809.567485,8677.297206,1901.080044,2851.620067,3326.890078,4277.4301,4752.700111,-1385.28066,-1800.864858
41,3424.477786,5136.71668,5992.836126,7705.075019,8561.194466,1905.705144,2858.557716,3334.984002,4287.836574,4764.26286,-1389.097558,-1805.826825
42,3339.154651,5008.731977,5843.520639,7513.097965,8347.886628,1914.99321,2872.489815,3351.238117,4308.734722,4787.483025,-1396.425066,-1815.352586
43,3250.703244,4876.054866,5688.730677,7314.082299,8126.75811,1924.300046,2886.45007,3367.525081,4329.675105,4810.750116,-1403.399357,-1824.419164
44,3162.572917,4743.859375,5534.502604,7115.789062,7906.432292,1933.584121,2900.376182,3383.772212,4350.564273,4833.960303,-1410.085584,-1833.111259
45,3074.691887,4612.03783,5380.710801,6918.056745,7686.729716,1942.801019,2914.201528,3399.901782,4371.302292,4857.002546,-1416.54771,-1841.512023
46,2986.999913,4480.49987,5227.249849,6720.749805,7467.499784,1951.904563,2927.856844,3415.832985,4391.785266,4879.761407,-1422.848508,-1849.703061
47,2903.794531,4355.691797,5081.64043,6533.537696,7259.486329,1960.84786,2941.27179,3431.483755,4411.907685,4902.11965,-1429.049563,-1857.764432
48,2816.567827,4224.851741,4928.993698,6337.277611,7041.419568,1969.584253,2954.37638,3446.772443,4431.564569,4923.960633,-1435.211265,-1865.774645
49,2729.431912,4094.147869,4776.505847,6141.221803,6823.579781,1978.068194,2967.102292,3461.61934,4450.653437,4945.170486,-1441.392818,-1873.810663
50,2647.030276,3970.545414,4632.302983,5955.818121,6617.575691,1986.256032,2979.384048,3475.948056,4469.076073,4965.640081,-1447.652231,-1881.947901
51,2560.278497,3840.417745,4480.487369,5760.626617,6400.696241,1994.106714,2991.160072,3489.68675,4486.740108,4985.266786,-1454.046328,-1890.260226
52,2473.61672,3710.425081,4328.829261,5565.637621,6184.041801,2001.582407,3002.37361,3502.769212,4503.560416,5003.956017,-1460.630738,-1898.819959
53,2392.034862,3588.052293,4186.061008,5382.078439,5980.087154,2008.649028,3012.973542,3515.135799,4519.460313,5021.62257,-1467.459901,-1907.697871
54,2305.857523,3458.786285,4035.250665,5188.179427,5764.643808,2015.276698,3022.915046,3526.734221,4534.37257,5038.191744,-1474.587068,-1916.963188
55,2265.343086,3398.014629,3964.3504,5097.021943,5663.357715,2018.417829,3027.626744,3532.231201,4541.440116,5046.044574,-1478.278718,-1921.762333
56,2179.569945,3269.354918,3814.247404,4904.032377,5448.924864,2024.34112,3036.511681,3542.596961,4554.767521,5060.852801,-1485.95013,-1931.735168
57,2099.222702,3148.834053,3673.639729,4723.25108,5248.056756,2029.771339,3044.657009,3552.099844,4566.985513,5074.428348,-1494.047461,-1942.2617
58,2014.249832,3021.374748,3524.937206,4532.062122,5035.62458,2034.69564,3052.04346,3560.71737,4578.06519,5086.739101,-1502.619797,-1953.405736
59,1929.659715,2894.489572,3376.904501,4341.734358,4824.149287,2039.106362,3058.659543,3568.436133,4587.989314,5097.765905,-1511.715029,-1965.229537
60,1850.940399,2776.410598,3239.145698,4164.615898,4627.350997,2043.001012,3064.501518,3575.251771,4596.752277,5107.50253,-1521.37986,-1977.793818
61,1767.565739,2651.348608,3093.240043,3977.022912,4418.914347,2046.38217,3069.573255,3581.168797,4604.359882,5115.955425,-1531.659802,-1991.157743
62,1690.204842,2535.307263,2957.858473,3802.960894,4225.512104,2049.257304,3073.885955,3586.200281,4610.828933,5123.143259,-1542.599177,-2005.378931
63,1608.373714,2412.560572,2814.654,3618.840858,4020.934286,2051.638503,3077.457754,3590.36738,4616.186631,5129.096257,-1554.241117,-2020.513452
64,1532.681496,2299.022243,2682.192617,3448.533365,3831.703739,2053.542128,3080.313191,3593.698723,4620.469787,5133.855319,-1566.627562,-2036.615831
65,1457.820155,2186.730233,2551.185272,3280.09535,3644.550388,2054.988374,3082.48256,3596.229654,4623.723841,5137.470934,-1579.799263,-2053.739041
66,1379.063409,2068.595114,2413.360966,3102.89267,3447.658523,2056.000751,3084.001126,3598.001314,4626.001689,5140.001877,-1593.795779,-2071.934513
67,1306.368379,1959.552568,2286.144663,2939.328852,3265.920947,2056.60548,3084.90822,3599.05959,4627.36233,5141.5137,-1608.655481,-2091.252125
68,1270.42079,1905.631185,2223.236383,2858.446778,3176.051975,2056.763744,3085.145615,3599.336551,4627.718423,5141.909359,-1616.420692,-2101.346899
69,1194.835738,1792.253607,2090.962541,2688.38041,2987.089345,2056.810378,3085.215567,3599.418161,4627.82335,5142.025945,-1632.644511,-2122.437864
70,1125.267973,1687.90196,1969.218953,2531.85294,2813.169934,2056.522048,3084.783071,3598.913583,4627.174607,5141.305119,-1649.822231,-2144.768901
71,1056.989778,1585.484666,1849.732111,2378.226999,2642.474444,2055.928483,3083.892725,3597.874846,4625.839087,5139.821208,-1667.988056,-2168.384473
72,985.9969397,1478.99541,1725.494645,2218.493114,2464.992349,2055.058363,3082.587545,3596.352136,4623.881317,5137.645908,-1687.174999,-2193.327499
73,920.8163979,1381.224597,1611.428696,2071.836895,2302.040995,2053.938245,3080.907367,3594.391928,4621.36105,5134.845611,-1707.414882,-2219.639346
74,857.162719,1285.744079,1500.034758,1928.616118,2142.906798,2052.591411,3078.887117,3592.03497,4618.330675,5131.478528,-1728.738336,-2247.359836
75,791.4629046,1187.194357,1385.060083,1780.791535,1978.657262,2051.036637,3076.554955,3589.314114,4614.832432,5127.591592,-1751.174803,-2276.527244
76,730.5180889,1095.777133,1278.406656,1643.6657,1826.295222,2049.286862,3073.930293,3586.252009,4610.89544,5123.217156,-1774.752535,-2307.178295
77,671.5275211,1007.291282,1175.173162,1510.936923,1678.818803,2047.347793,3071.021689,3582.858637,4606.532534,5118.369482,-1799.498591,-2339.348169
78,614.5239652,921.7859477,1075.416939,1382.678922,1536.309913,2045.216405,3067.824608,3579.128709,4601.736912,5113.041013,-1825.438843,-2373.070496
79,559.5351916,839.3027874,979.1865853,1258.954181,1398.837979,2042.879375,3064.319063,3575.038907,4596.478595,5107.198438,-1852.59797,-2408.377361
80,506.5834049,759.8751073,886.5209585,1139.812661,1266.458512,2040.311419,3060.467128,3570.544983,4590.700692,5100.778547,-1880.999461,-2445.2993
81,455.6846704,683.5270056,797.4481732,1025.290508,1139.211676,2037.473547,3056.210321,3565.578708,4584.315482,5093.683869,-1910.665616,-2483.865301
82,431.0083985,646.5125977,754.2646974,969.7688966,1077.520996,2035.937015,3053.905523,3562.889777,4580.858285,5089.842538,-1925.979585,-2503.773461
83,383.2045256,574.8067884,670.6079198,862.2101826,958.011314,2032.586677,3048.880016,3557.026685,4573.320024,5081.466693,-1957.581942,-2544.856525
84,337.4632499,506.1948749,590.5606873,759.2923123,843.6581248,2028.796805,3043.195207,3550.394408,4564.79281,5071.992012,-1990.499501,-2587.649352
85,293.7746381,440.6619571,514.1056167,660.9929357,734.4365952,2024.465505,3036.698258,3542.814634,4555.047387,5061.163763,-2024.750396,-2632.175515
86,252.1200396,378.1800594,441.2100693,567.2700891,630.300099,2019.468296,3029.202444,3534.069518,4543.803666,5048.67074,-2060.351569,-2678.457039
87,212.4715136,318.7072705,371.8251489,478.0609057,531.1787841,2013.655897,3020.483845,3523.897819,4530.725767,5034.139742,-2097.31877,-2726.514402
88,174.7912564,262.1868846,305.8846987,393.2803268,436.9781409,2006.851939,3010.277908,3511.990893,4515.416862,5017.129847,-2135.666563,-2776.366531
89,139.0310279,208.5465418,243.3042988,312.8198127,347.5775696,1998.85059,2998.275884,3497.988532,4497.413826,4997.126474,-2175.408316,-2828.030811
90,105.1315792,157.6973688,183.9802636,236.5460532,262.828948,1989.414092,2984.121138,3481.474661,4476.181707,4973.53523,-2216.556211,-2881.523075
91,73.02207956,109.5331193,127.7886392,164.299679,182.5551989,1978.270221,2967.405332,3461.972887,4451.107998,4945.675553,-2259.121238,-2936.85761
92,42.61954332,63.92931499,74.58420082,95.89397248,106.5488583,1965.109655,2947.664483,3438.941897,4421.496724,4912.774138,-2303.113197,-2994.047156
93,13.82825706,20.74238559,24.19944986,31.11357839,34.57064266,1949.583262,2924.374893,3411.770709,4386.56234,4873.958155,-2348.540696,-3053.102905
94,0,0,0,0,0,1931.299303,2896.948954,3379.77378,4345.423432,4828.248257,-2395.411155,-3114.034501
95,0,0,0,0,0,1909.82055,2864.730825,3342.185962,4297.096237,4774.551374,-2443.730801,-3176.850041
96,0,0,0,0,0,1897.733325,2846.599988,3321.033319,4269.899982,4744.333313,-2468.43569,-3208.966397
97,0,0,0,0,0,1870.535752,2805.803628,3273.437566,4208.705443,4676.339381,-2518.938192,-3274.61965
98,0,0,0,0,0,1838.83163,2758.247445,3217.955353,4137.371168,4597.079076,-2570.900245,-3342.170318
99,0,0,0,0,0,1802.00061,2703.000915,3153.501067,4054.501372,4505.001524,-2624.323909,-3411.621082
100,0,0,0,0,0,1759.362841,2639.044262,3078.884972,3958.566393,4398.407103,-2679.210058,-3482.973076
101,0,0,0,0,0,1710.17563,2565.263445,2992.807352,3847.895167,4275.439074,-2735.558372,-3556.225883
102,0,0,0,0,0,1653.630005,2480.445007,2893.852508,3720.66751,4134.075012,-2793.367341,-3631.377543
103,0,0,0,0,0,1588.847206,2383.270809,2780.48261,3574.906213,3972.118014,-2852.634266,-3708.424545
104,0,0,0,0,0,1514.875084,2272.312627,2651.031398,3408.46894,3787.187711,-2913.355256,-3787.361833
105,0,0,0,0,0,1430.684421,2146.026632,2503.697737,3219.039947,3576.711053,-2975.525231,-3868.182801
106,0,0,0,0,0,1335.165157,2002.747736,2336.539025,3004.121604,3337.912893,-3039.137921,-3950.879297
107,0,0,0,0,0,1227.122545,1840.683817,2147.464453,2761.025725,3067.806361,-3104.185862,-4035.441621
108,0,0,0,0,0,1105.273209,1657.909813,1934.228115,2486.864719,2763.183021,-3170.660404,-4121.858525
109,0,0,0,0,0,1038.744743,1558.117115,1817.803301,2337.175673,2596.861859,-3204.429621,-4165.758507
110,0,0,0,0,0,893.5752111,1340.362817,1563.756619,2010.544225,2233.938028,-3273.025238,-4254.932809
111,0,0,0,0,0,730.976189,1096.464284,1279.208331,1644.696425,1827.440473,-3343.020617,-4345.926802
112,0,0,0,0,0,549.3218979,823.9828468,961.3133213,1235.97427,1373.304745,-3414.40294,-4438.723822
113,0,0,0,0,0,346.8791766,520.3187649,607.0385591,780.4781474,867.1979415,-3487.158199,-4533.305659
114,0,0,0,0,0,121.8030826,182.7046238,213.1553945,274.0569357,304.5077064,-3561.271195,-4629.652553
115,0,0,0,0,0,0,0,0,0,0,-3636.725537,-4727.743198
116,0,0,0,0,0,0,0,0,0,0,-3713.503646,-4827.55474
117,0,0,0,0,0,0,0,0,0,0,-3791.586752,-4929.062777
118,0,0,0,0,0,0,0,0,0,0,-3870.954893,-5032.24136
119,0,0,0,0,0,0,0,0,0,0,-3951.586918,-5137.062993
120,0,0,0,0,0,0,0,0,0,0,-4033.460485,-5243.498631
121,0,0,0,0,0,0,0,0,0,0,-4116.552064,-5351.517683
122,0,0,0,0,0,0,0,0,0,0,-4200.836929,-5461.088008
123,0,0,0,0,0,0,0,0,0,0,-4243.418794,-5516.444432
124,0,0,0,0,0,0,0,0,0,0,-4329.444633,-5628.278023
125,0,0,0,0,0,0,0,0,0,0,-4416.596745,-5741.575769
126,0,0,0,0,0,0,0,0,0,0,-4504.846242,-5856.300115
127,0,0,0,0,0,0,0,0,0,0,-4594.163044,-5972.411957
128,0,0,0,0,0,0,0,0,0,0,-4684.515881,-6089.870645
129,0,0,0,0,0,0,0,0,0,0,-4775.872293,-6208.633981
130,0,0,0,0,0,0,0,0,0,0,-4868.198629,-6328.658218
131,0,0,0,0,0,0,0,0,0,0,-4961.460048,-6449.898063
132,0,0,0,0,0,0,0,0,0,0,-5055.620519,-6572.306675
133,0,0,0,0,0,0,0,0,0,0,-5150.64282,-6695.835666
134,0,0,0,0,0,0,0,0,0,0,-5246.488538,-6820.4351
135,0,0,0,0,0,0,0,0,0,0,-5343.118071,-6946.053492
136,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0
