BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,D: ,820,,B: ,JNR_DMH17H_TC-2A.xlsx,,,,,,,
70,703.2924834,1265.92647,1969.218953,2531.85294,2813.169934,-321.7153351,2313.587303,3598.913583,4627.174607,5141.305119,-1072.38445,-2144.768901
71,660.618611,1189.1135,1849.732111,2378.226999,2642.474444,-325.257671,2312.919544,3597.874846,4625.839087,5139.821208,-1084.192237,-2168.384473
72,616.2480873,1109.246557,1725.494645,2218.493114,2464.992349,-328.9991248,2311.940659,3596.352136,4623.881317,5137.645908,-1096.663749,-2193.327499
73,575.5102487,1035.918448,1611.428696,2071.836895,2302.040995,-332.9459019,2310.680525,3594.391928,4621.36105,5134.845611,-1109.819673,-2219.639346
74,535.7266994,964.3080589,1500.034758,1928.616118,2142.906798,-337.1039755,2309.165338,3592.03497,4618.330675,5131.478528,-1123.679918,-2247.359836
75,494.6643154,890.3957677,1385.060083,1780.791535,1978.657262,-341.4790866,2307.416216,3589.314114,4614.832432,5127.591592,-1138.263622,-2276.527244
76,456.5738056,821.8328501,1278.406656,1643.6657,1826.295222,-346.0767443,2305.44772,3586.252009,4610.89544,5123.217156,-1153.589148,-2307.178295
77,419.7047007,755.4684613,1175.173162,1510.936923,1678.818803,-350.9022253,2303.266267,3582.858637,4606.532534,5118.369482,-1169.674084,-2339.348169
78,384.0774782,691.3394608,1075.416939,1382.678922,1536.309913,-355.9605744,2300.868456,3579.128709,4601.736912,5113.041013,-1186.535248,-2373.070496
79,349.7094947,629.4770905,979.1865853,1258.954181,1398.837979,-361.2566042,2298.239297,3575.038907,4596.478595,5107.198438,-1204.188681,-2408.377361
80,316.614628,569.9063305,886.5209585,1139.812661,1266.458512,-366.794895,2295.350346,3570.544983,4590.700692,5100.778547,-1222.64965,-2445.2993
81,284.802919,512.6452542,797.4481732,1025.290508,1139.211676,-372.5797952,2292.157741,3565.578708,4584.315482,5093.683869,-1241.932651,-2483.865301
82,269.3802491,484.8844483,754.2646974,969.7688966,1077.520996,-375.5660191,2290.429142,3562.889777,4580.858285,5089.842538,-1251.88673,-2503.773461
83,239.5028285,431.1050913,670.6079198,862.2101826,958.011314,-381.7284787,2286.660012,3557.026685,4573.320024,5081.466693,-1272.428262,-2544.856525
84,210.9145312,379.6461561,590.5606873,759.2923123,843.6581248,-388.1474028,2282.396405,3550.394408,4564.79281,5071.992012,-1293.824676,-2587.649352
85,183.6091488,330.4964679,514.1056167,660.9929357,734.4365952,-394.8263273,2277.523693,3542.814634,4555.047387,5061.163763,-1316.087758,-2632.175515
86,157.5750247,283.6350445,441.2100693,567.2700891,630.300099,-401.7685559,2271.901833,3534.069518,4543.803666,5048.67074,-1339.22852,-2678.457039
87,132.794696,239.0304528,371.8251489,478.0609057,531.1787841,-408.9771602,2265.362884,3523.897819,4530.725767,5034.139742,-1363.257201,-2726.514402
88,109.2445352,196.6401634,305.8846987,393.2803268,436.9781409,-416.4549797,2257.708431,3511.990893,4515.416862,5017.129847,-1388.183266,-2776.366531
89,86.89439241,156.4099063,243.3042988,312.8198127,347.5775696,-424.2046216,2248.706913,3497.988532,4497.413826,4997.126474,-1414.015405,-2828.030811
90,65.707237,118.2730266,183.9802636,236.5460532,262.828948,-432.2284612,2238.090854,3481.474661,4476.181707,4973.53523,-1440.761537,-2881.523075
91,45.63879973,82.14983951,127.7886392,164.299679,182.5551989,-440.5286415,2225.553999,3461.972887,4451.107998,4945.675553,-1468.428805,-2936.85761
92,26.63721458,47.94698624,74.58420082,95.89397248,106.5488583,-449.1070734,2210.748362,3438.941897,4421.496724,4912.774138,-1497.023578,-2994.047156
93,8.642660664,15.5567892,24.19944986,31.11357839,34.57064266,-457.9654357,2193.28117,3411.770709,4386.56234,4873.958155,-1526.551452,-3053.102905
94,0,0,0,0,0,-467.1051752,2172.711716,3379.77378,4345.423432,4828.248257,-1557.017251,-3114.034501
95,0,0,0,0,0,-476.5275062,2148.548118,3342.185962,4297.096237,4774.551374,-1588.425021,-3176.850041
96,0,0,0,0,0,-481.3449596,2134.949991,3321.033319,4269.899982,4744.333313,-1604.483199,-3208.966397
97,0,0,0,0,0,-491.1929475,2104.352721,3273.437566,4208.705443,4676.339381,-1637.309825,-3274.61965
98,0,0,0,0,0,-501.3255477,2068.685584,3217.955353,4137.371168,4597.079076,-1671.085159,-3342.170318
99,0,0,0,0,0,-511.7431624,2027.250686,3153.501067,4054.501372,4505.001524,-1705.810541,-3411.621082
100,0,0,0,0,0,-522.4459613,1979.283196,3078.884972,3958.566393,4398.407103,-1741.486538,-3482.973076
101,0,0,0,0,0,-533.4338825,1923.947583,2992.807352,3847.895167,4275.439074,-1778.112942,-3556.225883
102,0,0,0,0,0,-544.7066315,1860.333755,2893.852508,3720.66751,4134.075012,-1815.688772,-3631.377543
103,0,0,0,0,0,-556.2636818,1787.453106,2780.48261,3574.906213,3972.118014,-1854.212273,-3708.424545
104,0,0,0,0,0,-568.1042749,1704.23447,2651.031398,3408.46894,3787.187711,-1893.680916,-3787.361833
105,0,0,0,0,0,-580.2274201,1609.519974,2503.697737,3219.039947,3576.711053,-1934.0914,-3868.182801
106,0,0,0,0,0,-592.6318945,1502.060802,2336.539025,3004.121604,3337.912893,-1975.439648,-3950.879297
107,0,0,0,0,0,-605.3162431,1380.512863,2147.464453,2761.025725,3067.806361,-2017.72081,-4035.441621
108,0,0,0,0,0,-618.2787788,1243.43236,1934.228115,2486.864719,2763.183021,-2060.929263,-4121.858525
109,0,0,0,0,0,-624.8637761,1168.587836,1817.803301,2337.175673,2596.861859,-2082.879254,-4165.758507
110,0,0,0,0,0,-638.2399213,1005.272112,1563.756619,2010.544225,2233.938028,-2127.466404,-4254.932809
111,0,0,0,0,0,-651.8890203,822.3482126,1279.208331,1644.696425,1827.440473,-2172.963401,-4345.926802
112,0,0,0,0,0,-665.8085733,617.9871351,961.3133213,1235.97427,1373.304745,-2219.361911,-4438.723822
113,0,0,0,0,0,-679.9958489,390.2390737,607.0385591,780.4781474,867.1979415,-2266.65283,-4533.305659
114,0,0,0,0,0,-694.447883,137.0284679,213.1553945,274.0569357,304.5077064,-2314.826277,-4629.652553
115,0,0,0,0,0,-709.1614797,0,0,0,0,-2363.871599,-4727.743198
116,0,0,0,0,0,-724.133211,0,0,0,0,-2413.77737,-4827.55474
117,0,0,0,0,0,-739.3594166,0,0,0,0,-2464.531389,-4929.062777
118,0,0,0,0,0,-754.8362041,0,0,0,0,-2516.12068,-5032.24136
119,0,0,0,0,0,-770.559449,0,0,0,0,-2568.531497,-5137.062993
120,0,0,0,0,0,-786.5247947,0,0,0,0,-2621.749316,-5243.498631
121,0,0,0,0,0,-802.7276524,0,0,0,0,-2675.758841,-5351.517683
122,0,0,0,0,0,-819.1632012,0,0,0,0,-2730.544004,-5461.088008
123,0,0,0,0,0,-827.4666648,0,0,0,0,-2758.222216,-5516.444432
124,0,0,0,0,0,-844.2417034,0,0,0,0,-2814.139011,-5628.278023
125,0,0,0,0,0,-861.2363653,0,0,0,0,-2870.787884,-5741.575769
126,0,0,0,0,0,-878.4450172,0,0,0,0,-2928.150057,-5856.300115
127,0,0,0,0,0,-895.8617935,0,0,0,0,-2986.205978,-5972.411957
128,0,0,0,0,0,-913.4805968,0,0,0,0,-3044.935323,-6089.870645
129,0,0,0,0,0,-931.2950971,0,0,0,0,-3104.31699,-6208.633981
130,0,0,0,0,0,-949.2987326,0,0,0,0,-3164.329109,-6328.658218
131,0,0,0,0,0,-967.4847094,0,0,0,0,-3224.949031,-6449.898063
132,0,0,0,0,0,-985.8460013,0,0,0,0,-3286.153338,-6572.306675
133,0,0,0,0,0,-1004.37535,0,0,0,0,-3347.917833,-6695.835666
134,0,0,0,0,0,-1023.065265,0,0,0,0,-3410.21755,-6820.4351
135,0,0,0,0,0,-1041.908024,0,0,0,0,-3473.026746,-6946.053492
136,0,0,0,0,0,-1051.384243,0,0,0,0,-3504.614143,-7009.228287
137,0,0,0,0,0,-1070.44128,0,0,0,0,-3568.1376,-7136.275201
138,0,0,0,0,0,-1089.630839,0,0,0,0,-3632.102797,-7264.205594
139,0,0,0,0,0,-1108.944385,0,0,0,0,-3696.481284,-7392.962567
140,0,0,0,0,0,-1128.373151,0,0,0,0,-3761.243836,-7522.487673
141,0,0,0,0,0,-1147.908137,0,0,0,0,-3826.360457,-7652.720915
142,0,0,0,0,0,-1167.540113,0,0,0,0,-3891.800375,-7783.600751
143,0,0,0,0,0,-1187.259614,0,0,0,0,-3957.532046,-7915.064091
144,0,0,0,0,0,-1207.056945,0,0,0,0,-4023.523149,-8047.046298
145,0,0,0,0,0,-1226.922178,0,0,0,0,-4089.740593,-8179.481186
146,0,0,0,0,0,-1246.845153,0,0,0,0,-4156.150511,-8312.301022
147,0,0,0,0,0,-1266.815479,0,0,0,0,-4222.718263,-8445.436526
148,0,0,0,0,0,-1286.822531,0,0,0,0,-4289.408435,-8578.81687
149,0,0,0,0,0,-1306.855452,0,0,0,0,-4356.184839,-8712.369679
150,0,0,0,0,0,-1316.878158,0,0,0,0,-4389.593858,-8779.187717
151,0,0,0,0,0,-1336.92902,0,0,0,0,-4456.430067,-8912.860133
152,0,0,0,0,0,-1356.977596,0,0,0,0,-4523.258653,-9046.517305
153,0,0,0,0,0,-1377.012216,0,0,0,0,-4590.04072,-9180.081441
154,0,0,0,0,0,-1397.02098,0,0,0,0,-4656.7366,-9313.473201
155,0,0,0,0,0,-1416.991755,0,0,0,0,-4723.305849,-9446.611698
156,0,0,0,0,0,-1436.912175,0,0,0,0,-4789.707249,-9579.414498
157,0,0,0,0,0,-1436.912175,0,0,0,0,-4789.707249,-9579.414498
158,0,0,0,0,0,-1436.912175,0,0,0,0,-4789.707249,-9579.414498
159,0,0,0,0,0,-1436.912175,0,0,0,0,-4789.707249,-9579.414498
160,0,0,0,0,0,-1436.912175,0,0,0,0,-4789.707249,-9579.414498
