BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,D: ,820,,B: ,JNR_DMH17H_TC-2A.xlsx,,,,,,,
62,4.471499716,8.048699489,12.52019921,16.09739898,17.88599886,1.273273075,9.758495423,15.17988177,19.51699085,21.68554539,4.244243584,8.488487168
63,4.255012428,7.659022371,11.9140348,15.31804474,17.02004971,1.282882421,9.769834615,15.19752051,19.53966923,21.71074359,4.276274736,8.552549471
64,4.054765851,7.298578531,11.35334438,14.59715706,16.2190634,1.293106286,9.778899614,15.21162162,19.55779923,21.73088803,4.310354288,8.620708576
65,3.856717393,6.942091308,10.7988087,13.88418262,15.42686957,1.303978308,9.78578659,15.22233469,19.57157318,21.74619242,4.34659436,8.693188721
66,3.648363494,6.567054289,10.21541778,13.13410858,14.59345398,1.315531139,9.790607496,15.22983388,19.58121499,21.75690555,4.385103797,8.770207594
67,3.45604609,6.220882962,9.676929052,12.44176592,13.82418436,1.32779645,9.793487196,15.23431342,19.58697439,21.76330488,4.425988166,8.851976333
68,3.360945409,6.049701735,9.410647144,12.09940347,13.44378163,1.334205914,9.794240843,15.23548576,19.58848169,21.76497965,4.447353045,8.894706091
69,3.160982344,5.68976822,8.850750564,11.37953644,12.64392938,1.347597177,9.794462914,15.2358312,19.58892583,21.76547314,4.49199059,8.983981181
70,2.976938238,5.358488829,8.335427067,10.71697766,11.90775295,1.361775798,9.793089894,15.23369539,19.58617979,21.76242199,4.53925266,9.078505321
71,2.796305734,5.033350321,7.829656055,10.06670064,11.18522294,1.376770008,9.79026336,15.22929856,19.58052672,21.7561408,4.589233361,9.178466722
72,2.608491543,4.695284778,7.303776322,9.390569556,10.43396617,1.392607056,9.786119877,15.22285314,19.57223975,21.74693306,4.642023521,9.284047043
73,2.436053998,4.384897196,6.820951194,8.769794393,9.744215992,1.409313209,9.78078591,15.21455586,19.56157182,21.7350798,4.697710697,9.395421394
74,2.267655825,4.081780485,6.34943631,8.16356097,9.0706233,1.42691375,9.774372334,15.20457919,19.54874467,21.72082741,4.756379167,9.512758334
75,2.093844525,3.768920145,5.862764669,7.537840289,8.375378099,1.445432981,9.766968549,15.19306219,19.5339371,21.70437455,4.818109935,9.636219871
76,1.93261275,3.47870295,5.4113157,6.9574059,7.730451,1.464894219,9.758636181,15.18010073,19.51727236,21.68585818,4.882980731,9.765961462
77,1.776551011,3.19779182,4.974342831,6.395583639,7.106204044,1.485319802,9.749402396,15.16573706,19.49880479,21.66533866,4.951066008,9.902132016
78,1.625745985,2.926342774,4.552088759,5.852685547,6.502983941,1.506731083,9.7392528,15.1499488,19.4785056,21.642784,5.022436944,10.04487389
79,1.480271141,2.664488055,4.144759196,5.328976109,5.921084566,1.529148433,9.728123941,15.13263724,19.45624788,21.6180532,5.097161443,10.19432289
80,1.340185222,2.4123334,3.752518622,4.8246668,5.360740888,1.552591239,9.715895416,15.11361509,19.43179083,21.5908787,5.175304131,10.35060826
81,1.205530729,2.169955312,3.37548604,4.339910623,4.822122914,1.577077909,9.702381567,15.09259355,19.40476313,21.56084793,5.256926363,10.51385273
82,1.140248734,2.052447722,3.192696456,4.104895444,4.560994937,1.589718175,9.695064652,15.08121168,19.3901293,21.54458812,5.299060584,10.59812117
83,1.013781812,1.824807262,2.838589074,3.649614524,4.055127249,1.615803,9.679110453,15.05639404,19.35822091,21.50913434,5.386010001,10.77202
84,0.892771568,1.606988822,2.499760389,3.213977644,3.571086271,1.642973404,9.661063205,15.02832054,19.32212641,21.46902934,5.476578013,10.95315603
85,0.777191722,1.398945099,2.176136821,2.797890198,3.108766887,1.671244353,9.6404377,14.99623642,19.2808754,21.42319489,5.570814509,11.14162902
86,0.666992933,1.20058728,1.867580214,2.40117456,2.667971734,1.700629831,9.616641155,14.95921957,19.23328231,21.37031368,5.668766103,11.33753221
87,0.562101285,1.011782312,1.573883597,2.023564625,2.248405139,1.73114284,9.588962703,14.9161642,19.17792541,21.30880601,5.770476133,11.54095227
88,0.462416764,0.832350175,1.294766939,1.66470035,1.849667056,1.762795399,9.556562481,14.86576386,19.11312496,21.23680551,5.875984662,11.75196932
89,0.367811751,0.662061151,1.029872902,1.324122302,1.471247002,1.795598544,9.51846032,14.80649383,19.03692064,21.15213404,5.985328479,11.97065696
90,0.278129499,0.500633099,0.778762598,1.001266198,1.112517998,1.829562329,9.473524032,14.73659294,18.94704806,21.05227563,6.098541097,12.19708219
91,0.193182625,0.347728725,0.54091135,0.69545745,0.7727305,1.864695826,9.420457288,14.65404467,18.84091458,20.93434953,6.215652752,12.4313055
92,0.112751586,0.202952854,0.31570444,0.405905708,0.451006342,1.901007122,9.357787109,14.55655772,18.71557422,20.79508246,6.336690408,12.67338082
93,0.036583168,0.065849702,0.10243287,0.131699404,0.146332672,1.938503325,9.283850939,14.4415459,18.56770188,20.63077986,6.46167775,12.9233555
94,0,0,0,0,0,1.977190557,9.19678333,14.3061074,18.39356666,20.43729629,6.590635191,13.18127038
95,0,0,0,0,0,2.01707396,9.094502219,14.14700345,18.18900444,20.21000493,6.723579868,13.44715974
96,0,0,0,0,0,2.037465564,9.036943256,14.05746729,18.07388651,20.08209612,6.791551879,13.58310376
97,0,0,0,0,0,2.079150712,8.907429314,13.85600116,17.81485863,19.79428736,6.930502374,13.86100475
98,0,0,0,0,0,2.122040585,8.756455335,13.62115274,17.51291067,19.45878963,7.073468616,14.14693723
99,0,0,0,0,0,2.166136884,8.581067235,13.34832681,17.16213447,19.0690383,7.220456279,14.44091256
100,0,0,0,0,0,2.211440327,8.378027593,13.03248737,16.75605519,18.6178391,7.371467758,14.74293552
101,0,0,0,0,0,2.257950653,8.14379972,12.6681329,16.28759944,18.09733271,7.526502178,15.05300436
102,0,0,0,0,0,2.305666616,7.874531326,12.24927095,15.74906265,17.4989585,7.685555385,15.37111077
103,0,0,0,0,0,2.354585985,7.566037783,11.76939211,15.13207557,16.81341729,7.848619951,15.6972399
104,0,0,0,0,0,2.404705552,7.213784991,11.22144332,14.42756998,16.03063331,8.015685173,16.03137035
105,0,0,0,0,0,2.456021122,6.812871839,10.59780064,13.62574368,15.1397152,8.186737072,16.37347414
106,0,0,0,0,0,2.508527518,6.358012268,9.890241306,12.71602454,14.12891615,8.361758394,16.72351679
107,0,0,0,0,0,2.562218583,5.843516924,9.089915215,11.68703385,12.98559316,8.540728611,17.08145722
108,0,0,0,0,0,2.617087175,5.263274421,8.187315766,10.52654884,11.69616538,8.723623917,17.44724783
109,0,0,0,0,0,2.644960543,4.946468073,7.694505891,9.892936145,10.99215127,8.816535144,17.63307029
110,0,0,0,0,0,2.701579886,4.255175567,6.619161992,8.510351133,9.455945703,9.005266286,18.01053257
111,0,0,0,0,0,2.759354603,3.480884408,5.414709078,6.961768815,7.735298683,9.197848678,18.39569736
112,0,0,0,0,0,2.818274115,2.615852688,4.069104182,5.231705377,5.813005974,9.394247051,18.7884941
113,0,0,0,0,0,2.878326859,1.651827153,2.569508905,3.303654306,3.670727007,9.594422862,19.18884572
114,0,0,0,0,0,2.939500288,0.580022246,0.902256827,1.160044492,1.288938324,9.798334293,19.59666859
115,0,0,0,0,0,3.001780875,0,0,0,0,10.00593625,20.0118725
116,0,0,0,0,0,3.065154109,0,0,0,0,10.21718036,20.43436073
117,0,0,0,0,0,3.129604498,0,0,0,0,10.43201499,20.86402998
118,0,0,0,0,0,3.195115564,0,0,0,0,10.65038521,21.30077043
119,0,0,0,0,0,3.26166985,0,0,0,0,10.87223283,21.74446566
120,0,0,0,0,0,3.329248914,0,0,0,0,11.09749638,22.19499276
121,0,0,0,0,0,3.397833334,0,0,0,0,11.32611111,22.65222222
122,0,0,0,0,0,3.467402702,0,0,0,0,11.55800901,23.11601801
123,0,0,0,0,0,3.502550096,0,0,0,0,11.67516699,23.35033398
124,0,0,0,0,0,3.573556477,0,0,0,0,11.91185492,23.82370985
125,0,0,0,0,0,3.645492492,0,0,0,0,12.15164164,24.30328328
126,0,0,0,0,0,3.718334297,0,0,0,0,12.39444766,24.78889531
127,0,0,0,0,0,3.792057064,0,0,0,0,12.64019021,25.28038042
128,0,0,0,0,0,3.866634981,0,0,0,0,12.88878327,25.77756654
129,0,0,0,0,0,3.942041258,0,0,0,0,13.14013753,26.28027505
130,0,0,0,0,0,4.018248117,0,0,0,0,13.39416039,26.78832078
131,0,0,0,0,0,4.0952268,0,0,0,0,13.650756,27.301512
132,0,0,0,0,0,4.172947568,0,0,0,0,13.90982523,27.81965045
133,0,0,0,0,0,4.251379697,0,0,0,0,14.17126566,28.34253131
134,0,0,0,0,0,4.33049148,0,0,0,0,14.4349716,28.8699432
135,0,0,0,0,0,4.410250231,0,0,0,0,14.7008341,29.4016682
136,0,0,0,0,0,4.450361734,0,0,0,0,14.83453911,29.66907823
137,0,0,0,0,0,4.531027494,0,0,0,0,15.10342498,30.20684996
138,0,0,0,0,0,4.6122542,0,0,0,0,15.37418067,30.74836134
139,0,0,0,0,0,4.694005726,0,0,0,0,15.64668575,31.29337151
140,0,0,0,0,0,4.776244961,0,0,0,0,15.92081654,31.84163307
141,0,0,0,0,0,4.858933813,0,0,0,0,16.19644604,32.39289208
142,0,0,0,0,0,4.942033205,0,0,0,0,16.47344402,32.94688804
143,0,0,0,0,0,5.025503082,0,0,0,0,16.75167694,33.50335388
144,0,0,0,0,0,5.109302402,0,0,0,0,17.03100801,34.06201601
145,0,0,0,0,0,5.193389142,0,0,0,0,17.31129714,34.62259428
146,0,0,0,0,0,5.277720297,0,0,0,0,17.59240099,35.18480198
147,0,0,0,0,0,5.362251878,0,0,0,0,17.87417293,35.74834586
148,0,0,0,0,0,5.446938916,0,0,0,0,18.15646305,36.31292611
149,0,0,0,0,0,5.531735456,0,0,0,0,18.43911819,36.87823637
150,0,0,0,0,0,5.574160161,0,0,0,0,18.58053387,37.16106774
151,0,0,0,0,0,5.659032644,0,0,0,0,18.86344215,37.72688429
152,0,0,0,0,0,5.743895447,0,0,0,0,19.14631816,38.29263632
153,0,0,0,0,0,5.828699179,0,0,0,0,19.42899726,38.85799453
154,0,0,0,0,0,5.913393465,0,0,0,0,19.71131155,39.4226231
155,0,0,0,0,0,5.997926947,0,0,0,0,19.99308982,39.98617965
156,0,0,0,0,0,6.082247285,0,0,0,0,20.27415762,40.54831524
157,0,0,0,0,0,6.082247285,0,0,0,0,20.27415762,40.54831524
158,0,0,0,0,0,6.082247285,0,0,0,0,20.27415762,40.54831524
159,0,0,0,0,0,6.082247285,0,0,0,0,20.27415762,40.54831524
160,0,0,0,0,0,6.082247285,0,0,0,0,20.27415762,40.54831524
