BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,This table is Auto-Generated.,,,,,,,,,,,
#,B: ,JNR_DC80_Formation.xlsx,,,,,,,,,,
#,W: ,Force,,,F: ,4M2m,,,,,,
50,2892.516182,5206.529128,8099.045309,10413.05826,11570.06473,-402.3790086,3183.250573,4951.723113,6366.501145,7073.890162,-1341.263362,-2682.526724
51,2812.139442,5061.850995,7873.990437,10123.70199,11248.55777,-404.2230271,3198.424308,4975.326701,6396.848616,7107.609573,-1347.41009,-2694.820181
52,2773.901117,4993.022011,7766.923129,9986.044022,11095.60447,-405.1266666,3205.946012,4987.02713,6411.892024,7124.324472,-1350.422222,-2700.844444
53,2693.860882,4848.949587,7542.810468,9697.899174,10775.44353,-406.9082422,3220.810889,5010.150272,6441.621778,7157.357531,-1356.360807,-2712.721615
54,2613.937111,4705.086799,7319.02391,9410.173598,10455.74844,-408.6700142,3235.373404,5032.803073,6470.746808,7189.718676,-1362.233381,-2724.466761
55,2538.217513,4568.791524,7107.009037,9137.583048,10152.87005,-410.4290461,3249.557489,5054.867206,6499.114979,7221.238865,-1368.09682,-2736.193641
56,2496.361723,4493.451101,6989.812823,8986.902201,9985.446891,-411.312774,3256.484496,5065.642549,6512.968992,7236.632213,-1371.04258,-2742.08516
57,2420.996483,4357.793669,6778.790152,8715.587338,9683.985932,-413.098947,3269.964095,5086.610815,6539.928191,7266.586879,-1376.99649,-2753.99298
58,2341.652565,4214.974617,6556.627181,8429.949233,9366.610259,-414.9235527,3282.888637,5106.715658,6565.777274,7295.308083,-1383.078509,-2766.157018
59,2304.168533,4147.503359,6451.671891,8295.006717,9216.67413,-415.8552419,3289.123065,5116.413657,6578.24613,7309.162367,-1386.18414,-2772.368279
60,2225.060915,4005.109648,6230.170563,8010.219296,8900.243662,-417.7671555,3301.100133,5135.044652,6602.200267,7335.778074,-1392.557185,-2785.11437
61,2146.06652,3862.919736,6008.986257,7725.839473,8584.266081,-419.7565517,3312.378248,5152.588386,6624.756497,7360.840552,-1399.188506,-2798.377011
62,2108.956971,3796.122548,5905.079519,7592.245096,8435.827884,-420.7850144,3317.740682,5160.92995,6635.481365,7372.757072,-1402.616715,-2805.233429
63,2030.301969,3654.543544,5684.845513,7309.087088,8121.207876,-422.9187007,3327.887471,5176.713844,6655.774943,7395.305492,-1409.729002,-2819.458005
64,1956.673134,3522.011642,5478.684776,7044.023283,7826.692537,-425.1667962,3337.23626,5191.256405,6674.472521,7416.080579,-1417.222654,-2834.445308
65,1919.967,3455.9406,5375.907601,6911.881201,7679.868001,-426.3381906,3341.603143,5198.049334,6683.206287,7425.784763,-1421.127302,-2842.254604
66,1842.250088,3316.050158,5158.300246,6632.100317,7369.000352,-428.784374,3349.709997,5210.659996,6699.419995,7443.799994,-1429.281247,-2858.562493
67,1764.883245,3176.789841,4941.673085,6353.579681,7059.532979,-431.3797699,3356.971348,5221.95543,6713.942696,7459.936329,-1437.932566,-2875.865133
68,1692.885887,3047.194596,4740.080482,6094.389191,6771.543546,-434.1377054,3363.383093,5231.929255,6726.766185,7474.18465,-1447.125685,-2894.25137
69,1657.065126,2982.717226,4639.782352,5965.434452,6628.260503,-435.5816973,3366.271371,5236.422132,6732.542741,7480.603046,-1451.938991,-2903.877982
70,1581.180522,2846.124939,4427.305461,5692.249878,6324.722087,-438.6076872,3371.419198,5244.429864,6742.838396,7492.042662,-1462.025624,-2924.051248
71,1510.725126,2719.305227,4230.030354,5438.610455,6042.900505,-441.8280478,3375.742994,5251.155768,6751.485987,7501.651097,-1472.760159,-2945.520319
72,1471.032327,2647.858188,4118.890515,5295.716376,5884.129307,-443.5149236,3377.602953,5254.049038,6755.205907,7505.784341,-1478.383079,-2956.766157
73,1401.803577,2523.246439,3925.050016,5046.492878,5607.214309,-447.0494931,3380.736882,5258.924039,6761.473765,7512.748627,-1490.164977,-2980.329954
74,1333.334757,2400.002562,3733.337318,4800.005123,5333.339026,-450.8081414,3383.11783,5262.627736,6766.235661,7518.039623,-1502.693805,-3005.387609
75,1294.893137,2330.807647,3625.700784,4661.615294,5179.572549,-452.7750362,3384.037845,5264.05887,6768.07569,7520.0841,-1509.250121,-3018.500241
76,1227.940756,2210.293361,3438.234117,4420.586721,4911.763024,-456.8908632,3385.36333,5266.120736,6770.72666,7523.029622,-1522.969544,-3045.939088
77,1161.937698,2091.487856,3253.425553,4182.975711,4647.75079,-461.2583541,3386.040614,5267.174288,6772.081228,7524.534697,-1537.527847,-3075.055694
78,1125.0387,2025.06966,3150.108361,4050.139321,4500.154801,-463.5397491,3386.151014,5267.346021,6772.302027,7524.78003,-1545.132497,-3090.264994
79,1060.85072,1909.531297,2970.382017,3819.062594,4243.402882,-468.3042039,3385.9459,5267.026956,6771.891801,7524.324223,-1561.014013,-3122.028026
80,997.8035462,1796.046383,2793.849929,3592.092766,3991.214185,-473.3457844,3385.213921,5265.888322,6770.427843,7522.697603,-1577.819281,-3155.638563
81,932.1099225,1677.797861,2609.907783,3355.595721,3728.43969,-478.6740811,3384.003367,5264.005237,6768.006733,7520.007481,-1595.58027,-3191.160541
82,901.8012165,1623.24219,2525.043406,3246.484379,3607.204866,-481.4486521,3383.233054,5262.806972,6766.466107,7518.295675,-1604.82884,-3209.657681
83,842.1865367,1515.935766,2358.122303,3031.871532,3368.746147,-487.2242617,3381.389008,5259.938456,6762.778015,7514.197795,-1624.080872,-3248.161745
84,783.9683387,1411.14301,2195.111348,2822.286019,3135.873355,-493.309077,3379.171722,5256.489346,6758.343445,7509.270494,-1644.36359,-3288.72718
85,755.4045173,1359.728131,2115.132648,2719.456262,3021.618069,-496.4700755,3377.933122,5254.562634,6755.866243,7506.518048,-1654.900252,-3309.800503
86,695.7870188,1252.416634,1948.203653,2504.833268,2783.148075,-503.0343458,3375.211015,5250.328246,6750.422031,7500.468923,-1676.781153,-3353.562305
87,640.9360454,1153.684882,1794.620927,2307.369764,2563.744182,-509.9281882,3372.174217,5245.604338,6744.348434,7493.720483,-1699.760627,-3399.521255
88,614.1848023,1105.532644,1719.717446,2211.065288,2456.739209,-513.5010723,3370.539178,5243.060943,6741.078355,7490.087061,-1711.670241,-3423.340482
89,562.0488635,1011.687954,1573.736818,2023.375908,2248.195454,-520.9033271,3367.030284,5237.602664,6734.060568,7482.28952,-1736.344424,-3472.688848
90,511.7556618,921.1601913,1432.915853,1842.320383,2047.022647,-528.6533975,3363.182843,5231.617755,6726.365685,7473.73965,-1762.177992,-3524.355984
91,487.306647,877.1519646,1364.458612,1754.303929,1949.226588,-532.6609715,3361.120005,5228.408897,6722.24001,7469.155567,-1775.536572,-3551.073143
92,439.8138952,791.6650114,1231.478907,1583.330023,1759.255581,-540.9452271,3356.679759,5221.501848,6713.359519,7459.288354,-1803.150757,-3606.301514
93,394.2039599,709.5671278,1103.771088,1419.134256,1576.81584,-549.5934185,3351.753668,5213.839038,6703.507335,7448.341483,-1831.978062,-3663.956123
94,372.1069655,669.7925379,1041.899503,1339.585076,1488.427862,-554.0558327,3349.077167,5209.675593,6698.154334,7442.393705,-1846.852776,-3693.705551
95,329.3290276,592.7922498,922.1212774,1185.5845,1317.316111,-563.2607973,3343.218501,5200.562113,6686.437002,7429.374447,-1877.535991,-3755.071982
96,288.4339801,519.1811642,807.6151443,1038.362328,1153.73592,-572.8436951,3336.556786,5190.199445,6673.113572,7414.570636,-1909.478984,-3818.957967
97,249.4088168,448.9358703,698.3446872,897.8717406,997.6352674,-582.8095303,3328.906127,5178.29842,6657.812255,7397.569172,-1942.698434,-3885.396869
98,230.59114,415.0640521,645.6551921,830.1281041,922.3645601,-587.9375205,3324.641291,5171.664231,6649.282582,7388.091758,-1959.791735,-3919.58347
99,194.3282598,349.7908677,544.1191275,699.5817353,777.3130392,-598.4864021,3315.072365,5156.779235,6630.14473,7366.827478,-1994.954674,-3989.909348
100,159.8655749,287.7580348,447.6236098,575.5160697,639.4622997,-609.4292462,3303.871041,5139.354952,6607.742082,7341.935646,-2031.430821,-4062.861641
101,143.2959052,257.9326293,401.2285345,515.8652587,573.1836208,-615.0496097,3297.55434,5129.528973,6595.108679,7327.898533,-2050.165366,-4100.330731
102,111.447661,200.6057898,312.0534508,401.2115796,445.7906441,-626.5904451,3283.252791,5107.282119,6566.505581,7296.117312,-2088.634817,-4177.269634
103,81.2702676,146.2864817,227.5567493,292.5729634,325.0810704,-638.5341446,3266.371842,5081.022866,6532.743685,7258.604094,-2128.447149,-4256.894297
104,66.78661721,120.215911,187.0025282,240.431822,267.1464688,-644.6580086,3256.817092,5066.159921,6513.634184,7237.371315,-2148.860029,-4297.720058
105,38.98019808,70.16435654,109.1445546,140.3287131,155.9207923,-657.2114599,3235.150913,5032.456976,6470.301826,7189.224251,-2190.704866,-4381.409733
106,12.64744193,22.76539548,35.41283741,45.53079096,50.58976773,-670.174554,3209.589884,4992.695375,6419.179768,7132.421965,-2233.91518,-4467.83036
107,0.003031821,0.005457278,0.008489099,0.010914556,0.012127285,-676.8103919,3195.150133,4970.23354,6390.300265,7100.333628,-2256.03464,-4512.069279
108,0,0,0,0,0,-690.3918134,3162.514393,4919.466834,6325.028787,7027.809763,-2301.306045,-4602.612089
109,0,0,0,0,0,-704.3875333,3124.229573,4859.91267,6248.459147,6942.732385,-2347.958444,-4695.916889
110,0,0,0,0,0,-718.7988193,3079.454335,4790.262299,6158.90867,6843.231856,-2395.996064,-4791.992129
111,0,0,0,0,0,-726.1606029,3054.346147,4751.205118,6108.692294,6787.435882,-2420.535343,-4841.070686
112,0,0,0,0,0,-741.1968721,2998.065258,4663.657068,5996.130516,6662.36724,-2470.65624,-4941.312481
113,0,0,0,0,0,-756.6503907,2932.796948,4562.128586,5865.593897,6517.326552,-2522.167969,-5044.335938
114,0,0,0,0,0,-764.5336565,2896.430887,4505.559158,5792.861774,6436.513083,-2548.445522,-5096.891043
115,0,0,0,0,0,-780.6130908,2815.454209,4379.595436,5630.908418,6256.564909,-2602.043636,-5204.087272
116,0,0,0,0,0,-797.1093347,2722.363409,4234.787524,5444.726817,6049.696463,-2657.031116,-5314.062231
117,0,0,0,0,0,-805.5135327,2670.827768,4154.620973,5341.655536,5935.172818,-2685.045109,-5370.090218
118,0,0,0,0,0,-822.6334403,2556.815704,3977.268872,5113.631407,5681.812674,-2742.111468,-5484.222935
119,0,0,0,0,0,-840.1675944,2426.844345,3775.091203,4853.68869,5392.987433,-2800.558648,-5601.117296
120,0,0,0,0,0,-849.0895211,2355.329128,3663.84531,4710.658256,5234.064729,-2830.298404,-5660.596807
121,0,0,0,0,0,-867.2419021,2198.076207,3419.229655,4396.152414,4884.613793,-2890.80634,-5781.61268
122,0,0,0,0,0,-885.8038437,2020.206155,3142.542908,4040.41231,4489.347011,-2952.679479,-5905.358958
123,0,0,0,0,0,-904.7728769,1819.606158,2830.498468,3639.212316,4043.56924,-3015.90959,-6031.819179
124,0,0,0,0,0,-914.4091885,1710.080654,2660.125462,3420.161309,3800.179232,-3048.030628,-6096.061257
125,0,0,0,0,0,-933.983487,1471.088726,2288.360241,2942.177453,3269.086059,-3113.27829,-6226.55658
126,0,0,0,0,0,-953.9572188,1203.40271,1871.959772,2406.805421,2674.228245,-3179.857396,-6359.714792
127,0,0,0,0,0,-964.0927424,1057.96983,1645.730847,2115.939661,2351.044067,-3213.642475,-6427.284949
128,0,0,0,0,0,-984.6586596,742.1692572,1154.485511,1484.338514,1649.265016,-3282.195532,-6564.391064
129,0,0,0,0,0,-1005.614229,390.649589,607.6771385,781.299178,868.1101978,-3352.047429,-6704.094857
130,0,0,0,0,0,-1016.236737,200.52385,311.9259889,401.0477,445.6085555,-3387.455791,-6774.911583
131,0,0,0,0,0,-1037.768227,0,0,0,0,-3459.227424,-6918.454848
132,0,0,0,0,0,-1059.677464,0,0,0,0,-3532.258215,-7064.516429
133,0,0,0,0,0,-1070.772078,0,0,0,0,-3569.240259,-7138.480517
134,0,0,0,0,0,-1093.237786,0,0,0,0,-3644.125955,-7288.25191
135,0,0,0,0,0,-1116.067215,0,0,0,0,-3720.224049,-7440.448099
136,0,0,0,0,0,-1139.254157,0,0,0,0,-3797.513858,-7595.027716
137,0,0,0,0,0,-1150.979664,0,0,0,0,-3836.598881,-7673.197762
138,0,0,0,0,0,-1174.690499,0,0,0,0,-3915.634998,-7831.269996
139,0,0,0,0,0,-1198.741849,0,0,0,0,-3995.806162,-7991.612324
140,0,0,0,0,0,-1210.892918,0,0,0,0,-4036.309728,-8072.619456
141,0,0,0,0,0,-1235.441068,0,0,0,0,-4118.136893,-8236.273787
142,0,0,0,0,0,-1260.310609,0,0,0,0,-4201.035362,-8402.070724
143,0,0,0,0,0,-1272.863338,0,0,0,0,-4242.877792,-8485.755583
144,0,0,0,0,0,-1298.199401,0,0,0,0,-4327.331338,-8654.662676
145,0,0,0,0,0,-1323.83561,0,0,0,0,-4412.785367,-8825.570734
146,0,0,0,0,0,-1336.76344,0,0,0,0,-4455.878135,-8911.75627
147,0,0,0,0,0,-1362.832711,0,0,0,0,-4542.775703,-9085.551406
148,0,0,0,0,0,-1389.178757,0,0,0,0,-4630.595856,-9261.191713
149,0,0,0,0,0,-1415.791636,0,0,0,0,-4719.305454,-9438.610908
150,0,0,0,0,0,-1429.194939,0,0,0,0,-4763.983129,-9527.966257
151,0,0,0,0,0,-1456.188683,0,0,0,0,-4853.962278,-9707.924555
152,0,0,0,0,0,-1483.42292,0,0,0,0,-4944.743065,-9889.486131
153,0,0,0,0,0,-1497.126757,0,0,0,0,-4990.422523,-9980.845047
154,0,0,0,0,0,-1524.700754,0,0,0,0,-5082.335847,-10164.67169
155,0,0,0,0,0,-1552.486778,0,0,0,0,-5174.955927,-10349.91185
156,0,0,0,0,0,-1566.455569,0,0,0,0,-5221.518565,-10443.03713
157,0,0,0,0,0,-1594.537065,0,0,0,0,-5315.123549,-10630.2471
158,0,0,0,0,0,-1622.799999,0,0,0,0,-5409.33333,-10818.66666
159,0,0,0,0,0,-1636.99551,0,0,0,0,-5456.6517,-10913.3034
160,0,0,0,0,0,-1665.506442,0,0,0,0,-5551.688138,-11103.37628
