BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,This table is Auto-Generated.,,,,,,,,,,,
#,B: ,JNR_DC80_Formation.xlsx,,,,,,,,,,
#,W: ,Current,,,F: ,4M2m,,,,,,
47,8.946551639,16.10379295,25.05034459,32.2075859,35.78620656,1.149635607,9.096996682,14.15088373,18.19399336,20.21554818,3.832118688,7.664237377
48,8.71183206,15.68129771,24.39312977,31.36259541,34.84732824,1.15553123,9.14129448,14.21979141,18.28258896,20.31398773,3.851770766,7.703541531
49,8.599856227,15.47974121,24.07959743,30.95948242,34.39942491,1.158376487,9.163453103,14.25426038,18.32690621,20.36322912,3.861254955,7.72250991
50,8.366704171,15.06006751,23.42677168,30.12013502,33.46681668,1.163895349,9.20766356,14.3230322,18.41532712,20.46147458,3.879651162,7.759302324
51,8.134211641,14.64158095,22.77579259,29.28316191,32.53684656,1.169229237,9.251554119,14.39130641,18.50310824,20.55900915,3.897430788,7.794861577
52,8.02360595,14.44249071,22.46609666,28.88498142,32.0944238,1.171843045,9.273310912,14.42515031,18.54662182,20.60735758,3.906143484,7.812286969
53,7.79208677,14.02575619,21.81784296,28.05151237,31.16834708,1.176996315,9.316308087,14.4920348,18.63261617,20.70290686,3.92332105,7.846642101
54,7.560904469,13.60962804,21.17053251,27.21925609,30.24361788,1.182092302,9.358430672,14.55755882,18.71686134,20.7965126,3.940307674,7.880615348
55,7.341882887,13.2153892,20.55727208,26.43077839,29.36753155,1.187180363,9.399458634,14.6213801,18.79891727,20.88768585,3.957267878,7.914535756
56,7.220813549,12.99746439,20.21827794,25.99492878,28.8832542,1.189736577,9.419495243,14.65254816,18.83899049,20.93221165,3.965788591,7.931577182
57,7.002816959,12.60507053,19.60788748,25.21014105,28.01126783,1.194903145,9.458485456,14.7131996,18.91697091,21.01885657,3.983010483,7.966020967
58,6.773311902,12.19196142,18.96527333,24.38392285,27.09324761,1.200180881,9.495870144,14.77135356,18.99174029,21.10193365,4.000602936,8.001205872
59,6.664888028,11.99679845,18.66168648,23.9935969,26.65955211,1.202875824,9.513903445,14.79940536,19.02780689,21.14200766,4.009586081,8.019172163
60,6.43606648,11.58491966,18.02098614,23.16983933,25.74426592,1.208406101,9.548547534,14.85329616,19.09709507,21.21899452,4.028020338,8.056040676
61,6.207572431,11.17363038,17.38120281,22.34726075,24.83028972,1.214160499,9.581169876,14.90404203,19.16233975,21.29148861,4.047201664,8.094403329
62,6.100231762,10.98041717,17.08064893,21.96083434,24.40092705,1.217135364,9.596680903,14.92817029,19.19336181,21.32595756,4.057117879,8.114235758
63,5.872719419,10.57089495,16.44361437,21.14178991,23.49087768,1.223307126,9.626030845,14.97382576,19.25206169,21.39117966,4.07769042,8.15538084
64,5.659745441,10.18754179,15.84728723,20.37508359,22.63898176,1.229809821,9.653072544,15.01589062,19.30614509,21.45127232,4.099366069,8.198732138
65,5.553571665,9.996428997,15.55000066,19.99285799,22.21428666,1.23319812,9.665703906,15.03553941,19.33140781,21.47934201,4.1106604,8.221320801
66,5.32877278,9.591791004,14.92056378,19.18358201,21.31509112,1.240273791,9.689153265,15.07201619,19.37830653,21.5314517,4.13424597,8.268491939
67,5.104986481,9.188975666,14.29396215,18.37795133,20.41994593,1.247781064,9.710156975,15.10468863,19.42031395,21.57812661,4.159270215,8.318540429
68,4.896731606,8.81411689,13.7108485,17.62823378,19.58692642,1.255758489,9.72870317,15.13353827,19.45740634,21.61934038,4.185861631,8.371723262
69,4.793118803,8.627613845,13.42073265,17.25522769,19.17247521,1.259935286,9.737057616,15.14653407,19.47411523,21.63790581,4.199784288,8.399568576
70,4.573619933,8.23251588,12.80613581,16.46503176,18.29447973,1.268688068,9.751947887,15.16969671,19.50389577,21.6709953,4.228960226,8.457920452
71,4.369825239,7.86568543,12.23551067,15.73137086,17.47930096,1.278003074,9.764454617,15.18915163,19.52890923,21.69878804,4.260010245,8.52002049
72,4.255012428,7.659022371,11.9140348,15.31804474,17.02004971,1.282882421,9.769834615,15.19752051,19.53966923,21.71074359,4.276274736,8.552549471
73,4.054765851,7.298578531,11.35334438,14.59715706,16.2190634,1.293106286,9.778899614,15.21162162,19.55779923,21.73088803,4.310354288,8.620708576
74,3.856717393,6.942091308,10.7988087,13.88418262,15.42686957,1.303978308,9.78578659,15.22233469,19.57157318,21.74619242,4.34659436,8.693188721
75,3.745523666,6.741942598,10.48746626,13.4838852,14.98209466,1.30966762,9.788447764,15.2264743,19.57689553,21.75210614,4.365558733,8.731117467
76,3.551861562,6.393350812,9.945212374,12.78670162,14.20744625,1.321572793,9.792281776,15.23243832,19.58456355,21.76062617,4.405242645,8.81048529
77,3.360945409,6.049701735,9.410647144,12.09940347,13.44378163,1.334205914,9.794240843,15.23548576,19.58848169,21.76497965,4.447353045,8.894706091
78,3.254213769,5.857584784,9.111798553,11.71516957,13.01685508,1.340804929,9.794560178,15.2359825,19.58912036,21.76568928,4.469349762,8.938699523
79,3.068547793,5.523386028,8.591933822,11.04677206,12.27419117,1.35458628,9.793966881,15.23505959,19.58793376,21.76437085,4.515287601,9.030575203
80,2.886181638,5.195126948,8.081308586,10.3902539,11.54472655,1.369169228,9.791849606,15.23176605,19.58369921,21.75966579,4.563897428,9.127794856
81,2.696160535,4.853088963,7.549249498,9.706177926,10.78464214,1.384581513,9.788348034,15.22631916,19.57669607,21.75188452,4.61527171,9.230543419
82,2.608491543,4.695284778,7.303776322,9.390569556,10.43396617,1.392607056,9.786119877,15.22285314,19.57223975,21.74693306,4.642023521,9.284047043
83,2.436053998,4.384897196,6.820951194,8.769794393,9.744215992,1.409313209,9.78078591,15.21455586,19.56157182,21.7350798,4.697710697,9.395421394
84,2.267655825,4.081780485,6.34943631,8.16356097,9.0706233,1.42691375,9.774372334,15.20457919,19.54874467,21.72082741,4.756379167,9.512758334
85,2.185033973,3.933061152,6.118095125,7.866122304,8.740135893,1.436057049,9.770789638,15.1990061,19.54157928,21.71286586,4.786856829,9.573713658
86,2.012588275,3.622658895,5.63524717,7.24531779,8.0503531,1.45504443,9.762915851,15.18675799,19.5258317,21.69536856,4.8501481,9.700296199
87,1.853929917,3.33707385,5.191003767,6.674147701,7.415719668,1.47498511,9.754131806,15.17309392,19.50826361,21.67584846,4.916617034,9.833234068
88,1.776551011,3.19779182,4.974342831,6.395583639,7.106204044,1.485319802,9.749402396,15.16573706,19.49880479,21.66533866,4.951066008,9.902132016
89,1.625745985,2.926342774,4.552088759,5.852685547,6.502983941,1.506731083,9.7392528,15.1499488,19.4785056,21.642784,5.022436944,10.04487389
90,1.480271141,2.664488055,4.144759196,5.328976109,5.921084566,1.529148433,9.728123941,15.13263724,19.45624788,21.6180532,5.097161443,10.19432289
91,1.409551511,2.537192721,3.946744232,5.074385441,5.638206046,1.540740481,9.722157111,15.12335551,19.44431422,21.60479358,5.135801602,10.2716032
92,1.272177067,2.28991872,3.562095787,4.57983744,5.088708267,1.564702979,9.709313545,15.10337663,19.41862709,21.57625232,5.215676598,10.4313532
93,1.140248734,2.052447722,3.192696456,4.104895444,4.560994937,1.589718175,9.695064652,15.08121168,19.3901293,21.54458812,5.299060584,10.59812117
94,1.076332406,1.93739833,3.013730736,3.87479666,4.305329622,1.602625864,9.687322781,15.06916877,19.37464556,21.52738396,5.342086215,10.68417243
95,0.952595725,1.714672305,2.66726803,3.42934461,3.8103829,1.629251546,9.670376385,15.04280771,19.34075277,21.4897253,5.430838488,10.86167698
96,0.83430537,1.501749667,2.336055037,3.003499333,3.337221481,1.656970413,9.651107141,15.01283333,19.30221428,21.44690476,5.523234711,11.04646942
97,0.721423721,1.298562699,2.01998642,2.597125397,2.885694886,1.68579694,9.628977344,14.9784092,19.25795469,21.39772743,5.619323133,11.23864627
98,0.666992933,1.20058728,1.867580214,2.40117456,2.667971734,1.700629831,9.616641155,14.95921957,19.23328231,21.37031368,5.668766103,11.33753221
99,0.562101285,1.011782312,1.573883597,2.023564625,2.248405139,1.73114284,9.588962703,14.9161642,19.17792541,21.30880601,5.770476133,11.54095227
100,0.462416764,0.832350175,1.294766939,1.66470035,1.849667056,1.762795399,9.556562481,14.86576386,19.11312496,21.23680551,5.875984662,11.75196932
101,0.414488415,0.746079147,1.160567562,1.492158294,1.65795366,1.779052496,9.538291202,14.83734187,19.0765824,21.19620267,5.930174988,11.86034998
102,0.322366255,0.58025926,0.902625515,1.160518519,1.289465022,1.812434766,9.496923471,14.77299207,18.99384694,21.10427438,6.041449221,12.08289844
103,0.23507709,0.423138762,0.658215852,0.846277524,0.94030836,1.846982335,9.448094738,14.69703626,18.89618948,20.99576609,6.156607783,12.31321557
104,0.193182625,0.347728725,0.54091135,0.69545745,0.7727305,1.864695826,9.420457288,14.65404467,18.84091458,20.93434953,6.215652752,12.4313055
105,1.13E-01,2.03E-01,3.16E-01,4.06E-01,4.51E-01,1.901007122,9.357787109,14.55655772,18.71557422,20.79508246,6.336690408,12.67338082
106,0.036583168,0.065849702,0.10243287,0.131699404,0.146332672,1.938503325,9.283850939,14.4415459,18.56770188,20.63077986,6.46167775,12.9233555
107,8.76965E-06,1.57854E-05,2.4555E-05,3.15707E-05,3.50786E-05,1.957697718,9.242083453,14.37657426,18.48416691,20.53796323,6.525659061,13.05131812
108,0,0,0,0,0,1.996982455,9.147683437,14.22972979,18.29536687,20.32818541,6.656608182,13.31321636
109,0,0,0,0,0,2.037465564,9.036943256,14.05746729,18.07388651,20.08209612,6.791551879,13.58310376
110,0,0,0,0,0,2.079150712,8.907429314,13.85600116,17.81485863,19.79428736,6.930502374,13.86100475
111,0,0,0,0,0,2.100444929,8.834803003,13.74302689,17.66960601,19.63289556,7.001483096,14.00296619
112,0,0,0,0,0,2.143937863,8.672008563,13.4897911,17.34401713,19.27113014,7.146459543,14.29291909
113,0,0,0,0,0,2.188637706,8.483217696,13.19611642,16.96643539,18.85159488,7.295459019,14.59091804
114,0,0,0,0,0,2.211440327,8.378027593,13.03248737,16.75605519,18.6178391,7.371467758,14.74293552
115,0,0,0,0,0,2.257950653,8.14379972,12.6681329,16.28759944,18.09733271,7.526502178,15.05300436
116,0,0,0,0,0,2.305666616,7.874531326,12.24927095,15.74906265,17.4989585,7.685555385,15.37111077
117,0,0,0,0,0,2.329976052,7.725462685,12.0173864,15.45092537,17.16769486,7.76658684,15.53317368
118,0,0,0,0,0,2.379495983,7.395678802,11.50438925,14.7913576,16.43484178,7.931653277,15.86330655
119,0,0,0,0,0,2.430214137,7.019732103,10.91958327,14.03946421,15.59940467,8.10071379,16.20142758
120,0,0,0,0,0,2.456021122,6.812871839,10.59780064,13.62574368,15.1397152,8.186737072,16.37347414
121,0,0,0,0,0,2.508527518,6.358012268,9.890241306,12.71602454,14.12891615,8.361758394,16.72351679
122,0,0,0,0,0,2.562218583,5.843516924,9.089915215,11.68703385,12.98559316,8.540728611,17.08145722
123,0,0,0,0,0,2.617087175,5.263274421,8.187315766,10.52654884,11.69616538,8.723623917,17.44724783
124,0,0,0,0,0,2.644960543,4.946468073,7.694505891,9.892936145,10.99215127,8.816535144,17.63307029
125,0,0,0,0,0,2.701579886,4.255175567,6.619161992,8.510351133,9.455945703,9.005266286,18.01053257
126,0,0,0,0,0,2.759354603,3.480884408,5.414709078,6.961768815,7.735298683,9.197848678,18.39569736
127,0,0,0,0,0,2.78867196,3.060214718,4.760334006,6.120429436,6.800477151,9.295573199,18.5911464
128,0,0,0,0,0,2.848159594,2.146750521,3.339389699,4.293501042,4.770556713,9.493865313,18.98773063
129,0,0,0,0,0,2.90877431,1.129967592,1.757727366,2.259935185,2.511039094,9.695914367,19.39182873
130,0,0,0,0,0,2.939500288,0.580022246,0.902256827,1.160044492,1.288938324,9.798334293,19.59666859
131,0,0,0,0,0,3.001780875,0,0,0,0,10.00593625,20.0118725
132,0,0,0,0,0,3.065154109,0,0,0,0,10.21718036,20.43436073
133,0,0,0,0,0,3.097245666,0,0,0,0,10.32415222,20.64830444
134,0,0,0,0,0,3.162228514,0,0,0,0,10.54076171,21.08152343
135,0,0,0,0,0,3.228263434,0,0,0,0,10.76087811,21.52175623
136,0,0,0,0,0,3.295332476,0,0,0,0,10.98444159,21.96888317
137,0,0,0,0,0,3.329248914,0,0,0,0,11.09749638,22.19499276
138,0,0,0,0,0,3.397833334,0,0,0,0,11.32611111,22.65222222
139,0,0,0,0,0,3.467402702,0,0,0,0,11.55800901,23.11601801
140,0,0,0,0,0,3.502550096,0,0,0,0,11.67516699,23.35033398
141,0,0,0,0,0,3.573556477,0,0,0,0,11.91185492,23.82370985
142,0,0,0,0,0,3.645492492,0,0,0,0,12.15164164,24.30328328
143,0,0,0,0,0,3.6818017,0,0,0,0,12.27267233,24.54534467
144,0,0,0,0,0,3.75508715,0,0,0,0,12.51695717,25.03391434
145,0,0,0,0,0,3.82924078,0,0,0,0,12.76413593,25.52827187
146,0,0,0,0,0,3.866634981,0,0,0,0,12.88878327,25.77756654
147,0,0,0,0,0,3.942041258,0,0,0,0,13.14013753,26.28027505
148,0,0,0,0,0,4.018248117,0,0,0,0,13.39416039,26.78832078
149,0,0,0,0,0,4.0952268,0,0,0,0,13.650756,27.301512
150,0,0,0,0,0,4.133996321,0,0,0,0,13.77998774,27.55997547
151,0,0,0,0,0,4.212076671,0,0,0,0,14.04025557,28.08051114
152,0,0,0,0,0,4.290852652,0,0,0,0,14.30284217,28.60568434
153,0,0,0,0,0,4.33049148,0,0,0,0,14.4349716,28.8699432
154,0,0,0,0,0,4.410250231,0,0,0,0,14.7008341,29.4016682
155,0,0,0,0,0,4.490622276,0,0,0,0,14.96874092,29.93748184
156,0,0,0,0,0,4.531027494,0,0,0,0,15.10342498,30.20684996
157,0,0,0,0,0,4.6122542,0,0,0,0,15.37418067,30.74836134
158,0,0,0,0,0,4.694005726,0,0,0,0,15.64668575,31.29337151
159,0,0,0,0,0,4.735066738,0,0,0,0,15.78355579,31.56711159
160,0,0,0,0,0,4.817535604,0,0,0,0,16.05845201,32.11690403
