BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,D: ,820,,B: ,JNR_DMF13HS_TC-2B.xlsx,,,,,,,
62,4.518080345,8.132544621,12.65062497,16.26508924,18.07232138,0.601933608,8.951111678,13.9239515,17.90222336,19.89135928,2.00644536,4.01289072
63,4.307725172,7.75390531,12.06163048,15.50781062,17.23090069,0.609100787,8.949526052,13.92148497,17.8990521,19.88783567,2.030335956,4.060671912
64,4.153139716,7.475651489,11.62879121,14.95130298,16.61255886,0.616627753,8.943403388,13.91196083,17.88680678,19.87422975,2.055425842,4.110851683
65,3.946950746,7.104511343,11.05146209,14.20902269,15.78780298,0.624540064,8.933159417,13.89602576,17.86631883,19.85146537,2.081800214,4.163600428
66,3.741843465,6.735318237,10.4771617,13.47063647,14.96737386,0.632863489,8.91923318,13.87436273,17.83846636,19.82051818,2.109544963,4.219089926
67,3.596424299,6.473563738,10.06998804,12.94712748,14.3856972,0.641624002,8.902082458,13.84768382,17.80416492,19.78240546,2.138746672,4.277493345
68,3.524402605,6.343924689,9.868327294,12.68784938,14.09761042,0.64617634,8.892444876,13.83269203,17.78488975,19.76098861,2.153921134,4.307842268
69,3.326971073,5.988547932,9.315519005,11.97709586,13.30788429,0.655641644,8.871344383,13.79986904,17.74268877,19.71409863,2.185472145,4.37094429
70,3.188694861,5.739650749,8.92834561,11.4793015,12.75477944,0.665609883,8.848212098,13.76388549,17.6964242,19.66269355,2.21869961,4.43739922
71,2.997883075,5.396189536,8.394072611,10.79237907,11.9915323,0.676107762,8.823529412,13.7254902,17.64705882,19.60784314,2.253692539,4.507385079
72,2.866377287,5.159479117,8.025856404,10.31895823,11.46550915,0.687162191,8.797770764,13.68542119,17.59554153,19.5506017,2.290540638,4.581081276
73,2.683068616,4.829523509,7.512592126,9.659047019,10.73227447,0.698800291,8.771396801,13.64439502,17.5427936,19.49199289,2.329334304,4.658668608
74,2.558837457,4.605907423,7.16474488,9.211814846,10.23534983,0.711049389,8.744847121,13.60309552,17.48969424,19.4329936,2.370164629,4.740329258
75,2.383871769,4.290969185,6.674840954,8.581938369,9.535487077,0.723937019,8.718532605,13.56216183,17.43706521,19.3745169,2.413123398,4.826246796
76,2.267361277,4.081250298,6.348611575,8.162500597,9.069445107,0.737490927,8.692827338,13.52217586,17.38565468,19.31739408,2.45830309,4.91660618
77,2.101505894,3.782710609,5.884216503,7.565421218,8.406023576,0.751739063,8.66806011,13.48364906,17.33612022,19.2623558,2.505796877,5.011593755
78,1.993082447,3.587548405,5.580630852,7.17509681,7.972329788,0.766709588,8.644505519,13.44700858,17.28901104,19.21001226,2.555698626,5.111397252
79,1.887425087,3.397365156,5.284790243,6.794730313,7.549700348,0.782430868,8.622374643,13.41258278,17.24474929,19.16083254,2.608102895,5.216205789
80,1.73693534,3.126483611,4.863418951,6.252967223,6.947741359,0.798931481,8.601805316,13.38058605,17.20361063,19.11512292,2.663104936,5.326209873
81,1.639695516,2.951451928,4.591147444,5.902903857,6.558782063,0.816240209,8.582851982,13.35110308,17.16570396,19.0730044,2.720800698,5.441601396
82,1.592153883,2.865876989,4.458030871,5.731753977,6.36861553,0.825206669,8.573972934,13.33729123,17.14794587,19.05327319,2.750688897,5.501377793
83,1.454893241,2.618807833,4.073701074,5.237615667,5.819572963,0.843781996,8.557337175,13.31141338,17.11467435,19.01630483,2.812606654,5.625213309
84,1.367598487,2.461677277,3.829275764,4.923354553,5.470393948,0.86323831,8.542018396,13.28758417,17.08403679,18.9822631,2.877461032,5.754922064
85,1.283180952,2.309725714,3.592906667,4.619451429,5.13272381,0.883605121,8.527693338,13.26530075,17.05538668,18.95042964,2.945350403,5.890700807
86,1.162203213,2.091965783,3.254168996,4.183931567,4.648812852,0.904912151,8.513904601,13.2438516,17.0278092,18.919788,3.016373836,6.032747672
87,1.086133135,1.955039643,3.041172778,3.910079286,4.34453254,0.927189327,8.50004823,13.22229725,17.00009646,18.88899607,3.09063109,6.181262181
88,1.012827057,1.823088703,2.83591576,3.646177406,4.051308228,0.950466786,8.485360891,13.19945028,16.97072178,18.85635754,3.168222621,6.336445243
89,0.942247529,1.696045552,2.63829308,3.392091103,3.768990115,0.974774873,8.468906634,13.17385476,16.93781327,18.81979252,3.249249576,6.498499153
90,0.87433987,1.573811765,2.448151635,3.147623531,3.497359479,1.000144139,8.44956324,13.14376504,16.89912648,18.7768072,3.333813798,6.667627595
91,0.779508652,1.403115574,2.182624227,2.806231149,3.118034609,1.026605346,8.426008159,13.1071238,16.85201632,18.72446258,3.422017819,6.844035639
92,0.718998707,1.294197673,2.01319638,2.588395346,2.875994829,1.054189461,8.396704039,13.06153962,16.79340808,18.65934231,3.513964871,7.027929742
93,0.660796312,1.189433362,1.850229673,2.378866723,2.643185248,1.082927662,8.359883829,13.00426373,16.71976766,18.57751962,3.609758874,7.219517748
94,0.6047733,1.08859194,1.69336524,2.177183881,2.419093201,1.112851333,8.313535488,12.93216632,16.62707098,18.47452331,3.709504444,7.419008888
95,0.550780455,0.99140482,1.542185275,1.982809639,2.203121821,1.143992067,8.255386266,12.84171197,16.51077253,18.34530281,3.813306891,7.626613781
96,0.524492755,0.944086959,1.468579714,1.888173918,2.09797102,1.160028762,8.221100844,12.78837909,16.44220169,18.26911299,3.866762541,7.733525082
97,0.473217299,0.851791139,1.325008439,1.703582278,1.892869198,1.193054782,8.140378811,12.66281148,16.28075762,18.08973069,3.976849274,7.953698548
98,0.406235417,0.73122375,1.137459167,1.4624475,1.624941667,1.227377757,8.040926588,12.50810803,16.08185318,17.86872575,4.091259191,8.182518381
99,0.359714873,0.647486771,1.007201644,1.294973543,1.438859492,1.263030008,7.919429253,12.31911217,15.83885851,17.59873167,4.210100027,8.420200055
100,0.314282127,0.565707829,0.879989956,1.131415657,1.257128508,1.300044064,7.772235362,12.0901439,15.54447072,17.27163414,4.333480214,8.666960429
101,0.269657041,0.485382674,0.755039716,0.970765349,1.078628165,1.338452663,7.595338966,11.81497172,15.19067793,16.87853104,4.461508875,8.923017751
102,0.225535129,0.405963233,0.631498362,0.811926465,0.902140517,1.378288748,7.38436122,11.48678412,14.76872244,16.4096916,4.594295827,9.188591655
103,0.181586699,0.326856058,0.508442758,0.653712117,0.726346797,1.419585474,7.134531571,11.09816022,14.26906314,15.8545146,4.731951581,9.463903163
104,0.137455999,0.247420798,0.384876796,0.494841595,0.549823995,1.462376202,6.840668543,10.64103996,13.68133709,15.20148565,4.874587341,9.749174682
105,0.092760359,0.166968646,0.259729005,0.333937292,0.371041436,1.506694502,6.4971601,10.10669349,12.9943202,14.43813355,5.022315005,10.04463001
106,0.04908494,0.088352893,0.137437833,0.176705786,0.196339762,1.552574149,6.097943603,9.485690049,12.19588721,13.55098578,5.175247164,10.35049433
107,4.02906E-06,7.25231E-06,1.12814E-05,1.45046E-05,1.61162E-05,1.600049131,5.636485354,8.767866107,11.27297071,12.52552301,5.333497103,10.66699421
108,0,0,0,0,0,1.64915364,5.105759725,7.942292905,10.21151945,11.34613272,5.497178801,10.9943576
109,0,0,0,0,0,1.67432771,4.812086392,7.48546772,9.624172783,10.69352531,5.581092367,11.16218473
110,0,0,0,0,0,1.725941079,4.163158062,6.476023653,8.326316125,9.251462361,5.753136929,11.50627386
111,0,0,0,0,0,1.779270369,3.425105402,5.327941737,6.850210805,7.611345339,5.93090123,11.86180246
112,0,0,0,0,0,1.834350503,2.589010719,4.027350007,5.178021437,5.753357152,6.114501675,12.22900335
113,0,0,0,0,0,1.891216609,1.645365367,2.559457238,3.290730734,3.656367483,6.304055365,12.60811073
114,0,0,0,0,0,1.949904027,0.584046614,0.908516955,1.168093228,1.297881365,6.499680091,12.99936018
115,0,0,0,0,0,2.010448302,0,0,0,0,6.70149434,13.40298868
116,0,0,0,0,0,2.072885188,0,0,0,0,6.909617293,13.81923459
117,0,0,0,0,0,2.137250647,0,0,0,0,7.124168822,14.24833764
118,0,0,0,0,0,2.203580848,0,0,0,0,7.345269495,14.69053899
119,0,0,0,0,0,2.271912171,0,0,0,0,7.573040572,15.14608114
120,0,0,0,0,0,2.342281202,0,0,0,0,7.807604007,15.61520801
121,0,0,0,0,0,2.414724734,0,0,0,0,8.049082448,16.0981649
122,0,0,0,0,0,2.489279771,0,0,0,0,8.297599237,16.59519847
123,0,0,0,0,0,2.527360723,0,0,0,0,8.424535745,16.84907149
124,0,0,0,0,0,2.605152851,0,0,0,0,8.683842836,17.36768567
125,0,0,0,0,0,2.685149898,0,0,0,0,8.950499661,17.90099932
126,0,0,0,0,0,2.767389597,0,0,0,0,9.224631989,18.44926398
127,0,0,0,0,0,2.851909885,0,0,0,0,9.506366283,19.01273257
128,0,0,0,0,0,2.938748909,0,0,0,0,9.795829697,19.59165939
129,0,0,0,0,0,3.027945024,0,0,0,0,10.09315008,20.18630016
130,0,0,0,0,0,3.119536793,0,0,0,0,10.39845598,20.79691195
131,0,0,0,0,0,3.213562986,0,0,0,0,10.71187662,21.42375324
132,0,0,0,0,0,3.310062583,0,0,0,0,11.03354194,22.06708389
133,0,0,0,0,0,3.409074771,0,0,0,0,11.36358257,22.72716514
134,0,0,0,0,0,3.510638944,0,0,0,0,11.70212981,23.40425963
135,0,0,0,0,0,3.614794706,0,0,0,0,12.04931569,24.09863138
136,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0
