BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,
#,,,,,,,,,,,,
#,ïœ,ïœ,ïœ,ïœ,ïœ,íº1,íº1,íº1,íº1,íº1,êÿ,í‚
65,8.885714664,13.328572,15.55000066,19.99285799,22.21428666,8.591736805,12.88760521,15.03553941,19.33140781,21.47934201,6.324092924,8.221320801
66,8.526036448,12.78905467,14.92056378,19.18358201,21.31509112,8.61258068,12.91887102,15.07201619,19.37830653,21.5314517,6.360378415,8.268491939
67,8.16797837,12.25196756,14.29396215,18.37795133,20.41994593,8.631250645,12.94687597,15.10468863,19.42031395,21.57812661,6.398877253,8.318540429
68,7.834770569,11.75215585,13.7108485,17.62823378,19.58692642,8.647736151,12.97160423,15.13353827,19.45740634,21.61934038,6.439787125,8.371723262
69,7.668990085,11.50348513,13.42073265,17.25522769,19.17247521,8.655162325,12.98274349,15.14653407,19.47411523,21.63790581,6.461206597,8.399568576
70,7.317791893,10.97668784,12.80613581,16.46503176,18.29447973,8.668398121,13.00259718,15.16969671,19.50389577,21.6709953,6.506092655,8.457920452
71,6.991720382,10.48758057,12.23551067,15.73137086,17.47930096,8.679515215,13.01927282,15.18915163,19.52890923,21.69878804,6.553861916,8.52002049
72,6.808019885,10.21202983,11.9140348,15.31804474,17.02004971,8.684297435,13.02644615,15.19752051,19.53966923,21.71074359,6.578884209,8.552549471
73,6.487625361,9.731438041,11.35334438,14.59715706,16.2190634,8.692355212,13.03853282,15.21162162,19.55779923,21.73088803,6.631314289,8.620708576
74,6.170747829,9.256121744,10.7988087,13.88418262,15.42686957,8.698476968,13.04771545,15.22233469,19.57157318,21.74619242,6.687068247,8.693188721
75,5.992837865,8.989256798,10.48746626,13.4838852,14.98209466,8.700842457,13.05126368,15.2264743,19.57689553,21.75210614,6.716244205,8.731117467
76,5.6829785,8.524467749,9.945212374,12.78670162,14.20744625,8.704250467,13.0563757,15.23243832,19.58456355,21.76062617,6.777296377,8.81048529
77,5.377512654,8.06626898,9.410647144,12.09940347,13.44378163,8.70599186,13.05898779,15.23548576,19.58848169,21.76497965,6.842081608,8.894706091
78,5.20674203,7.810113045,9.111798553,11.71516957,13.01685508,8.706275714,13.05941357,15.2359825,19.58912036,21.76568928,6.87592271,8.938699523
79,4.90967647,7.364514704,8.591933822,11.04677206,12.27419117,8.705748339,13.05862251,15.23505959,19.58793376,21.76437085,6.94659631,9.030575203
80,4.617890621,6.926835931,8.081308586,10.3902539,11.54472655,8.703866316,13.05579947,15.23176605,19.58369921,21.75966579,7.021380659,9.127794856
81,4.313856856,6.470785284,7.549249498,9.706177926,10.78464214,8.700753808,13.05113071,15.22631916,19.57669607,21.75188452,7.100418015,9.230543419
82,4.173586469,6.260379704,7.303776322,9.390569556,10.43396617,8.698773224,13.04815984,15.22285314,19.57223975,21.74693306,7.141574648,9.284047043
83,3.897686397,5.846529595,6.820951194,8.769794393,9.744215992,8.69403192,13.04104788,15.21455586,19.56157182,21.7350798,7.227247226,9.395421394
84,3.62824932,5.44237398,6.34943631,8.16356097,9.0706233,8.688330964,13.03249645,15.20457919,19.54874467,21.72082741,7.317506411,9.512758334
85,3.496054357,5.244081536,6.118095125,7.866122304,8.740135893,8.685146345,13.02771952,15.1990061,19.54157928,21.71286586,7.364395121,9.573713658
86,3.22014124,4.83021186,5.63524717,7.24531779,8.0503531,8.678147423,13.01722113,15.18675799,19.5258317,21.69536856,7.461766307,9.700296199
87,2.966287867,4.449431801,5.191003767,6.674147701,7.415719668,8.670339383,13.00550907,15.17309392,19.50826361,21.67584846,7.564026206,9.833234068
88,2.842481618,4.263722426,4.974342831,6.395583639,7.106204044,8.666135464,12.9992032,15.16573706,19.49880479,21.66533866,7.617024627,9.902132016
89,2.601193577,3.901790365,4.552088759,5.852685547,6.502983941,8.6571136,12.9856704,15.1499488,19.4785056,21.642784,7.726826068,10.04487389
90,2.368433826,3.55265074,4.144759196,5.328976109,5.921084566,8.647221281,12.97083192,15.13263724,19.45624788,21.6180532,7.841786835,10.19432289
91,2.255282418,3.382923628,3.946744232,5.074385441,5.638206046,8.641917432,12.96287615,15.12335551,19.44431422,21.60479358,7.901233234,10.2716032
92,2.035483307,3.05322496,3.562095787,4.57983744,5.088708267,8.630500929,12.94575139,15.10337663,19.41862709,21.57625232,8.024117843,10.4313532
93,1.824397975,2.736596962,3.192696456,4.104895444,4.560994937,8.617835246,12.92675287,15.08121168,19.3901293,21.54458812,8.152400899,10.59812117
94,1.722131849,2.583197773,3.013730736,3.87479666,4.305329622,8.610953583,12.91643037,15.06916877,19.37464556,21.52738396,8.218594176,10.68417243
95,1.52415316,2.28622974,2.66726803,3.42934461,3.8103829,8.59589012,12.89383518,15.04280771,19.34075277,21.4897253,8.355136136,10.86167698
96,1.334888593,2.002332889,2.336055037,3.003499333,3.337221481,8.578761903,12.86814286,15.01283333,19.30221428,21.44690476,8.49728417,11.04646942
97,1.154277954,1.731416931,2.01998642,2.597125397,2.885694886,8.559090972,12.83863646,14.9784092,19.25795469,21.39772743,8.645112513,11.23864627
98,1.067188693,1.60078304,1.867580214,2.40117456,2.667971734,8.548125471,12.82218821,14.95921957,19.23328231,21.37031368,8.72117862,11.33753221
99,0.899362056,1.349043083,1.573883597,2.023564625,2.248405139,8.523522402,12.7852836,14.9161642,19.17792541,21.30880601,8.877655589,11.54095227
100,0.739866822,1.109800233,1.294766939,1.66470035,1.849667056,8.494722205,12.74208331,14.86576386,19.11312496,21.23680551,9.039976403,11.75196932
101,0.663181464,0.994772196,1.160567562,1.492158294,1.65795366,8.478481068,12.7177216,14.83734187,19.0765824,21.19620267,9.123346136,11.86034998
102,0.515786009,0.773679013,0.902625515,1.160518519,1.289465022,8.441709752,12.66256463,14.77299207,18.99384694,21.10427438,9.294537263,12.08289844
103,0.376123344,0.564185016,0.658215852,0.846277524,0.94030836,8.398306434,12.59745965,14.69703626,18.89618948,20.99576609,9.471704281,12.31321557
104,0.3090922,0.4636383,0.54091135,0.69545745,0.7727305,8.373739812,12.56060972,14.65404467,18.84091458,20.93434953,9.562542695,12.4313055
105,0.180402537,0.270603805,0.31570444,0.405905708,0.451006342,8.318032985,12.47704948,14.55655772,18.71557422,20.79508246,9.748754473,12.67338082
106,0.058533069,0.087799603,0.10243287,0.131699404,0.146332672,8.252311946,12.37846792,14.4415459,18.56770188,20.63077986,9.941042692,12.9233555
107,1.40314E-05,2.10472E-05,2.4555E-05,3.15707E-05,3.50786E-05,8.215185291,12.32277794,14.37657426,18.48416691,20.53796323,10.03947548,13.05131812
108,0,0,0,0,0,8.131274166,12.19691125,14.22972979,18.29536687,20.32818541,10.24093566,13.31321636
109,0,0,0,0,0,8.03283845,12.04925767,14.05746729,18.07388651,20.08209612,10.44854135,13.58310376
110,0,0,0,0,0,7.917714946,11.87657242,13.85600116,17.81485863,19.79428736,10.66231134,13.86100475
111,0,0,0,0,0,7.853158225,11.77973734,13.74302689,17.66960601,19.63289556,10.77151245,14.00296619
112,0,0,0,0,0,7.708452056,11.56267808,13.4897911,17.34401713,19.27113014,10.99455314,14.29291909
113,0,0,0,0,0,7.540637952,11.31095693,13.19611642,16.96643539,18.85159488,11.22378311,14.59091804
114,0,0,0,0,0,7.447135638,11.17070346,13.03248737,16.75605519,18.6178391,11.34071963,14.74293552
115,0,0,0,0,0,7.238933085,10.85839963,12.6681329,16.28759944,18.09733271,11.57923412,15.05300436
116,0,0,0,0,0,6.999583401,10.4993751,12.24927095,15.74906265,17.4989585,11.82393136,15.37111077
117,0,0,0,0,0,6.867077942,10.30061691,12.0173864,15.45092537,17.16769486,11.94859514,15.53317368
118,0,0,0,0,0,6.573936713,9.86090507,11.50438925,14.7913576,16.43484178,12.2025435,15.86330655
119,0,0,0,0,0,6.23976187,9.359642805,10.91958327,14.03946421,15.59940467,12.4626366,16.20142758
120,0,0,0,0,0,6.055886079,9.083829119,10.59780064,13.62574368,15.1397152,12.59498011,16.37347414
121,0,0,0,0,0,5.65156646,8.477349691,9.890241306,12.71602454,14.12891615,12.86424368,16.72351679
122,0,0,0,0,0,5.194237266,7.791355899,9.089915215,11.68703385,12.98559316,13.13958248,17.08145722
123,0,0,0,0,0,4.678466152,7.017699228,8.187315766,10.52654884,11.69616538,13.42095987,17.44724783
124,0,0,0,0,0,4.396860509,6.595290764,7.694505891,9.892936145,10.99215127,13.56390022,17.63307029
125,0,0,0,0,0,3.782378281,5.673567422,6.619161992,8.510351133,9.455945703,13.85425582,18.01053257
126,0,0,0,0,0,3.094119473,4.64117921,5.414709078,6.961768815,7.735298683,14.15053643,18.39569736
127,0,0,0,0,0,2.720190861,4.080286291,4.760334006,6.120429436,6.800477151,14.30088184,18.5911464
128,0,0,0,0,0,1.908222685,2.862334028,3.339389699,4.293501042,4.770556713,14.60594664,18.98773063
129,0,0,0,0,0,1.004415638,1.506623456,1.757727366,2.259935185,2.511039094,14.91679133,19.39182873
130,0,0,0,0,0,0.51557533,0.773362995,0.902256827,1.160044492,1.288938324,15.07436045,19.59666859
131,0,0,0,0,0,0,0,0,0,0,15.39374808,20.0118725
132,0,0,0,0,0,0,0,0,0,0,15.71873902,20.43436073
133,0,0,0,0,0,0,0,0,0,0,15.88331111,20.64830444
134,0,0,0,0,0,0,0,0,0,0,16.21655648,21.08152343
135,0,0,0,0,0,0,0,0,0,0,16.5551971,21.52175623
136,0,0,0,0,0,0,0,0,0,0,16.8991409,21.96888317
137,0,0,0,0,0,0,0,0,0,0,17.07307135,22.19499276
138,0,0,0,0,0,0,0,0,0,0,17.42478633,22.65222222
139,0,0,0,0,0,0,0,0,0,0,17.78155232,23.11601801
140,0,0,0,0,0,0,0,0,0,0,17.96179537,23.35033398
141,0,0,0,0,0,0,0,0,0,0,18.32593065,23.82370985
142,0,0,0,0,0,0,0,0,0,0,18.69483329,24.30328328
143,0,0,0,0,0,0,0,0,0,0,18.88103436,24.54534467
144,0,0,0,0,0,0,0,0,0,0,19.25685718,25.03391434
145,0,0,0,0,0,0,0,0,0,0,19.63713221,25.52827187
146,0,0,0,0,0,0,0,0,0,0,19.82889734,25.77756654
147,0,0,0,0,0,0,0,0,0,0,20.21559619,26.28027505
148,0,0,0,0,0,0,0,0,0,0,20.6064006,26.78832078
149,0,0,0,0,0,0,0,0,0,0,21.00116308,27.301512
150,0,0,0,0,0,0,0,0,0,0,21.19998113,27.55997547
151,0,0,0,0,0,0,0,0,0,0,21.60039318,28.08051114
152,0,0,0,0,0,0,0,0,0,0,22.00437257,28.60568434
153,0,0,0,0,0,0,0,0,0,0,22.20764862,28.8699432
154,0,0,0,0,0,0,0,0,0,0,22.61666785,29.4016682
155,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0
